mapas,semSeca,s0s4,s1s4,s2s4,s3s4,s4,estado
Outubro de 2022,0,100,"23,37","4,28",0,0,Tocantins
Setembro de 2022,0,100,"26,44",0,0,0,Tocantins
Agosto de 2022,"1,51","98,49","17,52",0,0,0,Tocantins
Julho de 2022,"23,41","76,59","2,65",0,0,0,Tocantins
Junho de 2022,"40,67","59,33","2,65",0,0,0,Tocantins
Maio de 2022,"43,69","56,31","1,41",0,0,0,Tocantins
Abril de 2022,"57,71","42,29","1,41",0,0,0,Tocantins
Março de 2022,"75,29","24,71","1,41",0,0,0,Tocantins
Fevereiro de 2022,"79,06","20,94","1,41",0,0,0,Tocantins
Janeiro de 2022,"82,33","17,67","1,41",0,0,0,Tocantins
Dezembro de 2021,"14,88","85,12","33,82","3,03",0,0,Tocantins
Novembro de 2021,"2,97","97,03","69,86","22,21",0,0,Tocantins
Outubro de 2021,0,100,"91,89","30,02",0,0,Tocantins
Setembro de 2021,0,100,"97,01","36,29",0,0,Tocantins
Agosto de 2021,0,100,100,"31,8",0,0,Tocantins
Julho de 2021,0,100,"96,83","28,69",0,0,Tocantins
Junho de 2021,0,100,"70,65","24,25",0,0,Tocantins
Maio de 2021,0,100,"58,75","24,26",0,0,Tocantins
Abril de 2021,"2,59","97,41","58,75","24,26",0,0,Tocantins
Março de 2021,"2,59","97,41","66,44","24,25",0,0,Tocantins
Fevereiro de 2021,0,100,"73,36","23,6",0,0,Tocantins
Janeiro de 2021,0,100,"88,66","48,9",0,0,Tocantins
Dezembro de 2020,0,100,"88,67","27,58",0,0,Tocantins
Novembro de 2020,0,100,"77,14","18,4",0,0,Tocantins
Outubro de 2020,0,100,"84,79","18,4",0,0,Tocantins
Setembro de 2020,0,100,"76,99","16,79",0,0,Tocantins
Agosto de 2020,"5,62","94,38","61,64","10,95",0,0,Tocantins
Julho de 2020,"8,94","91,06","58,24","3,85",0,0,Tocantins
Junho de 2020,"13,81","86,19","62,1","3,84",0,0,Tocantins
Maio de 2020,"13,82","86,18","62,08","3,84",0,0,Tocantins
Abril de 2020,"8,21","91,79","72,59","10,37",0,0,Tocantins
Março de 2020,"3,89","96,11","70,25","10,37",0,0,Tocantins
Fevereiro de 2020,0,100,"77,21","13,41",0,0,Tocantins
Janeiro de 2020,0,100,"90,62","16,99",0,0,Tocantins
Dezembro 2019,0,100,"84,28","14,54",0,0,Tocantins
Junho de 2025,0,100,100,0,0,0,Distrito Federal
Maio de 2025,0,100,100,0,0,0,Distrito Federal
Abril de 2025,0,100,100,0,0,0,Distrito Federal
Março de 2025,0,100,100,0,0,0,Distrito Federal
Fevereiro de 2025,0,100,0,0,0,0,Distrito Federal
Janeiro de 2025,0,100,0,0,0,0,Distrito Federal
Dezembro de 2024,0,100,0,0,0,0,Distrito Federal
Novembro de 2024,0,100,"0,24",0,0,0,Distrito Federal
Outubro de 2024,0,100,100,0,0,0,Distrito Federal
Setembro de 2024,0,100,100,100,100,0,Distrito Federal
Agosto de 2024,0,100,100,0,0,0,Distrito Federal
Julho de 2024,0,100,100,0,0,0,Distrito Federal
Junho de 2024,0,100,100,0,0,0,Distrito Federal
Maio de 2024,0,100,0,0,0,0,Distrito Federal
Abril de 2024,"86,78","13,22",0,0,0,0,Distrito Federal
Março de 2024,"86,78","13,22",0,0,0,0,Distrito Federal
Fevereiro de 2024,"86,78","13,22","0,09",0,0,0,Distrito Federal
Janeiro de 2024,0,100,"0,09",0,0,0,Distrito Federal
Dezembro de 2023,0,100,"79,83",0,0,0,Distrito Federal
Novembro de 2023,0,100,"45,3",0,0,0,Distrito Federal
Outubro de 2023,"66,84","33,16",0,0,0,0,Distrito Federal
Setembro de 2023,"99,96","0,04",0,0,0,0,Distrito Federal
Agosto de 2023,"99,96","0,04",0,0,0,0,Distrito Federal
Julho de 2023,0,100,0,0,0,0,Distrito Federal
Junho de 2023,0,100,0,0,0,0,Distrito Federal
Maio de 2023,0,100,0,0,0,0,Distrito Federal
Abril de 2023,0,100,0,0,0,0,Distrito Federal
Março de 2023,0,100,0,0,0,0,Distrito Federal
Fevereiro de 2023,100,0,0,0,0,0,Distrito Federal
Janeiro de 2023,100,0,0,0,0,0,Distrito Federal
Dezembro de 2022,"95,75","4,25",0,0,0,0,Distrito Federal
Novembro de 2022,0,100,0,0,0,0,Distrito Federal
Outubro de 2022,0,100,100,0,0,0,Distrito Federal
Setembro de 2022,0,100,100,0,0,0,Distrito Federal
Agosto de 2022,0,100,100,0,0,0,Distrito Federal
Julho de 2022,0,100,100,0,0,0,Distrito Federal
Junho de 2022,0,100,100,0,0,0,Distrito Federal
Maio de 2022,0,100,0,0,0,0,Distrito Federal
Abril de 2022,0,100,0,0,0,0,Distrito Federal
Março de 2022,100,0,0,0,0,0,Distrito Federal
Fevereiro de 2022,100,0,0,0,0,0,Distrito Federal
Janeiro de 2022,100,0,0,0,0,0,Distrito Federal
Dezembro de 2021,"95,14","4,86",0,0,0,0,Distrito Federal
Novembro de 2021,0,100,0,0,0,0,Distrito Federal
Outubro de 2021,0,100,0,0,0,0,Distrito Federal
Setembro de 2021,0,100,0,0,0,0,Distrito Federal
Agosto de 2021,100,0,0,0,0,0,Distrito Federal
Julho de 2021,100,0,0,0,0,0,Distrito Federal
Junho de 2021,100,0,0,0,0,0,Distrito Federal
Maio de 2021,100,0,0,0,0,0,Distrito Federal
Abril de 2021,100,0,0,0,0,0,Distrito Federal
Março de 2021,100,0,0,0,0,0,Distrito Federal
Fevereiro de 2021,100,0,0,0,0,0,Distrito Federal
Janeiro de 2021,0,100,0,0,0,0,Distrito Federal
Dezembro de 2020,"58,35","41,65",0,0,0,0,Distrito Federal
Novembro de 2020,"98,2","1,8",0,0,0,0,Distrito Federal
Outubro de 2020,"98,2","1,8",0,0,0,0,Distrito Federal
Setembro de 2020,0,100,0,0,0,0,Distrito Federal
Agosto de 2020,"95,85","4,15",0,0,0,0,Distrito Federal
Julho de 2020,"98,15","1,85",0,0,0,0,Distrito Federal
