"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",ano,mes,uf
10.0,,,"26,1","5,8",,2020,3,AC
,,,,,,2020,4,AC
,,,,,,2020,5,AC
,,,,,,2020,6,AC
,,,,,,2020,7,AC
,,,,,,2020,8,AC
,,,,,,2020,9,AC
,,,,,,2020,10,AC
,,,,,,2020,11,AC
,,,,,,2020,12,AC
,,,,,,2021,1,AC
,,,,,,2021,2,AC
,,,,,,2021,3,AC
,,,,,,2021,4,AC
,,,,,,2021,5,AC
,,,,,,2021,6,AC
,,,,,,2021,7,AC
,,,,,,2021,8,AC
,,,,,,2021,9,AC
,,,,,,2021,10,AC
,,,,,,2021,11,AC
,,,,,,2021,12,AC
,,,,,,2022,1,AC
,,,,,,2022,2,AC
,,,,,,2022,3,AC
,,,,,,2022,4,AC
,,,,,,2022,5,AC
,,,,,,2022,6,AC
,,,,,,2022,7,AC
,,,,,,2022,8,AC
,,,,,,2022,9,AC
,,,,,,2022,10,AC
,,,,,,2022,11,AC
,,,,,,2022,12,AC
,,,,,,2023,1,AC
,,,,,,2023,2,AC
,,,,,,2023,3,AC
,,,,,,2023,4,AC
,,,,,,2023,5,AC
,,,,,,2023,6,AC
,,,,,,2023,7,AC
,,,,,,2023,8,AC
,,,,,,2023,9,AC
,,,,,,2023,10,AC
,,,,,,2023,11,AC
,,,,,,2023,12,AC
,,,,,,2024,1,AC
,,,,,,2024,2,AC
,,,,,,2024,3,AC
,,,,,,2024,4,AC
,,,,,,2024,5,AC
,,,,,,2024,6,AC
,,,,,,2024,7,AC
,,,,,,2024,8,AC
,,,,,,2024,9,AC
,,,,,,2024,10,AC
,,,,,,2024,11,AC
,,,,,,2024,12,AC
,,,,,,2025,1,AC
,,,,,,2025,2,AC
,,,,,,2025,3,AC
,,,,,,2025,4,AC
,,,,,,2025,5,AC
,,,,,,2025,6,AC
,,,,,,2025,7,AC
,,,,,,2025,8,AC
18.0,,"982,8","25,7","6,5","1,7",2010,1,AC
,,,,,,2010,2,AC
8.0,,,,,,2010,3,AC
4.0,,,,,,2010,4,AC
,,,,,,2010,5,AC
,,,,,,2010,6,AC
,,,,,,2010,7,AC
,,,,,,2010,8,AC
,,,,,,2010,9,AC
,,,,,,2010,10,AC
,,,,,,2010,11,AC
,,,,,,2010,12,AC
,,,,,,2011,1,AC
,,,,,,2011,2,AC
10.0,,,,,,2011,3,AC
24.0,"261,6","983,6","24,8","7,1","1,3",2011,4,AC
25.0,"216,6",985,"24,1","6,1","1,4",2011,5,AC
17.0,"72,8","985,5","24,2",6,"1,2",2011,6,AC
10.0,"31,8","985,3","24,7","5,4","1,3",2011,7,AC
12.0,"57,4","985,5","24,3","6,6","1,5",2011,8,AC
16.0,"135,8","985,4","25,1","9,1","1,5",2011,9,AC
23.0,"203,8","982,1","25,5","7,5","1,6",2011,10,AC
20.0,"151,2","981,7","26,3","13,8","1,5",2011,11,AC
27.0,"94,6","982,3","25,7","10,4","1,5",2011,12,AC
,,"982,9","25,1","5,4","1,5",2012,1,AC
,,"982,8","24,1","16,5","1,5",2012,2,AC
,,,,,,2012,3,AC
3.0,,,,,,2012,4,AC
16.0,"83,2","985,1","24,5","11,4","1,2",2012,5,AC
19.0,"66,2","986,4",24,"4,6","1,2",2012,6,AC
11.0,"20,8","986,4","23,7","7,5","1,2",2012,7,AC
8.0,"11,6","986,2","25,2","6,4","1,4",2012,8,AC
11.0,"154,4","985,5","25,8","7,6","1,5",2012,9,AC
16.0,"102,6","982,9","25,7","8,1","1,5",2012,10,AC
17.0,"136,6","981,9","25,8","6,8","1,4",2012,11,AC
17.0,"56,6",982,"24,7","8,7","1,3",2012,12,AC
,,"983,6","25,4","7,9","1,3",2013,1,AC
,,983,"25,2","7,7","1,4",2013,2,AC
2.0,,"983,7","25,5",6,"1,4",2013,3,AC
17.0,89,"984,5","25,2","5,6","1,3",2013,4,AC
21.0,"389,6","985,1","24,7","7,6","1,3",2013,5,AC
18.0,"83,8","985,6","24,6","11,8","1,2",2013,6,AC
10.0,"42,4","987,2","23,8","4,9","1,2",2013,7,AC
7.0,"81,6",986,"24,1","6,8","1,4",2013,8,AC
6.0,"17,2","984,7","25,7","7,8","1,4",2013,9,AC
17.0,"143,2","983,4","25,7","5,3","1,4",2013,10,AC
6.0,,,,,,2013,11,AC
,,,,,,2013,12,AC
,,,,,,2014,1,AC
,,,,,,2014,2,AC
,,,,,,2014,3,AC
,,,,,,2014,4,AC
,,,,,,2014,5,AC
,,,,,,2014,6,AC
,,,,,,2014,7,AC
,,,,,,2014,8,AC
,,,,,,2014,9,AC
,,,,,,2014,10,AC
6.0,,,,,,2014,11,AC
22.0,281,"982,8","25,3",,,2014,12,AC
26.0,"223,8","984,6","24,6",,,2015,1,AC
21.0,"258,6","983,6","25,3",,,2015,2,AC
24.0,"269,8","983,8","25,2",,,2015,3,AC
27.0,"256,8","984,7","24,8",,,2015,4,AC
22.0,197,"985,4","24,9",,,2015,5,AC
22.0,"99,4","986,7","24,8",,,2015,6,AC
14.0,"22,8","986,3","24,9",,,2015,7,AC
15.0,"118,4","984,9","26,3",,,2015,8,AC
16.0,"84,8",984,"26,5",,,2015,9,AC
16.0,128,984,"26,3",,,2015,10,AC
22.0,"271,2","982,3",26,,,2015,11,AC
23.0,"183,6",984,"25,9",,,2015,12,AC
21.0,"271,4","982,8","26,3",,,2016,1,AC
24.0,"453,2","983,6","25,8",,,2016,2,AC
21.0,"292,6","984,8","25,9",,,2016,3,AC
20.0,"140,6","984,4","26,1",,,2016,4,AC
22.0,"89,2","986,4",25,,,2016,5,AC
18.0,"75,4","988,2","23,9",,,2016,6,AC
11.0,,,25,,,2016,7,AC
13.0,68,"985,9","25,2",,,2016,8,AC
6.0,,"986,3","25,3",,,2016,9,AC
8.0,,,"26,3",,,2016,10,AC
,,,,,,2016,11,AC
,,,,,,2016,12,AC
,,,,,,2017,1,AC
,,,,,,2017,2,AC
,,,,,,2017,3,AC
,,,,,,2017,4,AC
,,,,,,2017,5,AC
,,,,,,2017,6,AC
,,,,,,2017,7,AC
,,,,,,2017,8,AC
12.0,,"985,1","25,4","5,2","1,2",2017,9,AC
11.0,"49,4","983,4","25,9","7,2","1,5",2017,10,AC
23.0,"343,2","981,9","25,6","7,1","1,5",2017,11,AC
23.0,"132,8","982,4","25,6","7,1","1,5",2017,12,AC
17.0,,"983,9","24,8","7,5","1,4",2018,1,AC
18.0,"171,8","983,1","25,1",,,2018,2,AC
5.0,,,,,,2018,3,AC
,,,,,,2018,4,AC
,,,,,,2018,5,AC
,,,,,,2018,6,AC
,,,,,,2018,7,AC
,,,,,,2018,8,AC
,,,,,,2018,9,AC
15.0,,"983,1","25,5",,,2018,10,AC
23.0,,"982,3","25,3",,,2018,11,AC
25.0,"105,8","984,4","25,1",,,2018,12,AC
27.0,"272,6","984,7",25,,,2019,1,AC
21.0,"319,2","984,1",25,,,2019,2,AC
28.0,459,"984,4","25,1",,,2019,3,AC
16.0,,"984,4","25,4",,,2019,4,AC
,,"985,3","25,2",,,2019,5,AC
,,"986,6",25,,,2019,6,AC
,,,,,,2019,7,AC
,,,24,,,2019,8,AC
,,,,,,2019,9,AC
,,"983,9","25,3",,,2019,10,AC
,,,,,,2019,11,AC
,,,,,,2019,12,AC
,,,,,,2020,1,AC
,,,,,,2020,2,AC
,,,,,,2020,3,AC
0.0,0,"985,7","25,2",,,2020,4,AC
,,"986,7","24,2",,,2020,5,AC
,,"985,8","25,1",,,2020,6,AC
,,,,,,2020,7,AC
,,,,,,2020,8,AC
,,,,,,2020,9,AC
,,,,,,2020,10,AC
,,,,,,2020,11,AC
,,,,,,2020,12,AC
,,,,,,2021,1,AC
,,,,,,2021,2,AC
,,,,,,2021,3,AC
,,,,,,2021,4,AC
,,,,,,2021,5,AC
,,,,,,2021,6,AC
,,,,,,2021,7,AC
,,,,,,2021,8,AC
,,,,,,2021,9,AC
,,,,,,2021,10,AC
,,,,,,2021,11,AC
,,,,,,2021,12,AC
,,,,,,2022,1,AC
,,,,,,2022,2,AC
,,,,,,2022,3,AC
,,,,,,2022,4,AC
,,,,,,2022,5,AC
,,,,,,2022,6,AC
,,,,,,2022,7,AC
,,,,,,2022,8,AC
,,,,,,2022,9,AC
,,,,,,2022,10,AC
,,,,,,2022,11,AC
,,,,,,2022,12,AC
,,,,,,2023,1,AC
,,,,,,2023,2,AC
,,,,,,2023,3,AC
,,,,,,2023,4,AC
,,,,,,2023,5,AC
,,,,,,2023,6,AC
,,,,,,2023,7,AC
,,,,,,2023,8,AC
,,,,,,2023,9,AC
,,,,,,2023,10,AC
,,,,,,2023,11,AC
,,,,,,2023,12,AC
,,,,,,2024,1,AC
,,,,,,2024,2,AC
,,,,,,2024,3,AC
,,,,,,2024,4,AC
,,,,,,2024,5,AC
,,,,,,2024,6,AC
,,,,,,2024,7,AC
,,,,,,2024,8,AC
,,,,,,2024,9,AC
,,,,,,2024,10,AC
,,,,,,2024,11,AC
,,,,,,2024,12,AC
,,,,,,2025,1,AC
,,,,,,2025,2,AC
,,,,,,2025,3,AC
,,,,,,2025,4,AC
,,,,,,2025,5,AC
,,,,,,2025,6,AC
,,,,,,2025,7,AC
,,,,,,2025,8,AC
25.0,"289,8","991,2","25,5","6,5","1,5",2010,1,AC
20.0,"223,6",,26,"5,2","1,5",2010,2,AC
24.0,"188,8",,26,7,"1,4",2010,3,AC
18.0,"122,2",,"26,2","5,4","1,4",2010,4,AC
21.0,"59,8",,"24,6",10,"1,4",2010,5,AC
18.0,46,,"24,7","4,5","1,2",2010,6,AC
12.0,"31,2",,23,"6,8","1,5",2010,7,AC
6.0,"13,6",,"24,5","5,8","1,3",2010,8,AC
12.0,"104,6",,26,"8,6","1,4",2010,9,AC
11.0,"120,8",,"26,2","7,1","1,7",2010,10,AC
20.0,"188,8",,"25,3",7,"1,5",2010,11,AC
17.0,"199,6",,"25,4","9,6","1,5",2010,12,AC
27.0,"180,8",,"25,1",5,"1,5",2011,1,AC
28.0,"55,8",,"24,7",6,"1,4",2011,2,AC
29.0,60,,"24,8",6,"1,3",2011,3,AC
,,,"25,2","6,4","1,3",2011,4,AC
,,"992,9","24,5","5,7","1,4",2011,5,AC
,,"993,8","24,6","5,4","1,3",2011,6,AC
,,"993,7","24,2",5,"1,2",2011,7,AC
,,"993,9","24,6",9,"1,4",2011,8,AC
,,"993,6","25,8","8,2","1,4",2011,9,AC
,,"990,5","25,5",7,"1,5",2011,10,AC
,,"990,2","25,9","7,9","1,5",2011,11,AC
20.0,"360,4","990,8","25,2","7,2","1,4",2011,12,AC
,,"991,5","24,6","5,7","1,5",2012,1,AC
,,"991,3","24,7","6,9","1,4",2012,2,AC
,,"992,5","25,1",6,"1,4",2012,3,AC
23.0,"99,2","992,2","25,3","5,9","1,4",2012,4,AC
25.0,"84,8","993,5","24,8","4,9","1,3",2012,5,AC
23.0,42,"994,8",24,"5,8","1,3",2012,6,AC
18.0,"25,4","994,8","23,7","6,7","1,2",2012,7,AC
2.0,,,,,,2012,8,AC
,,,,,,2012,9,AC
7.0,,,"26,3","6,4",,2012,10,AC
19.0,"307,4","990,4","25,7","6,4","1,4",2012,11,AC
28.0,"435,2","990,6","24,8","6,8","1,4",2012,12,AC
25.0,490,"992,1","25,2","6,8","1,4",2013,1,AC
23.0,"169,2","991,5","25,3","6,4","1,5",2013,2,AC
29.0,364,"992,1","25,6","6,8","1,5",2013,3,AC
13.0,"44,6","992,9","25,5","6,1","1,4",2013,4,AC
20.0,"146,6","993,6","24,9","8,1",,2013,5,AC
21.0,120,994,"24,9","5,6",,2013,6,AC
20.0,74,"995,6","23,4","6,5",,2013,7,AC
7.0,"12,6","994,4",24,"8,4","1,5",2013,8,AC
10.0,135,"993,1","25,4","10,6","1,5",2013,9,AC
17.0,"180,2",992,"25,6","9,6","1,4",2013,10,AC
22.0,"319,4","990,2","25,3","6,6","1,5",2013,11,AC
23.0,"225,4",991,"25,6","8,2","1,4",2013,12,AC
25.0,"267,8","991,9","25,2","5,8","1,5",2014,1,AC
22.0,"214,2","991,5","25,1",5,"1,4",2014,2,AC
26.0,"459,8",992,"25,1","7,1","1,4",2014,3,AC
23.0,"249,4",993,"25,3","5,1",,2014,4,AC
24.0,"196,8","993,3","24,7","5,8",,2014,5,AC
16.0,"89,8","994,2","24,5","6,4","1,4",2014,6,AC
13.0,"21,8","996,4","23,4",5,"1,3",2014,7,AC
9.0,,"994,9","24,5","8,4","1,3",2014,8,AC
,,,,"6,5",,2014,9,AC
,,,,"3,4",,2014,10,AC
7.0,,,,"5,9",,2014,11,AC
24.0,"311,4","991,4","25,3",5,"1,2",2014,12,AC
30.0,"481,2","993,2","24,6","6,3","1,4",2015,1,AC
22.0,372,"992,2","25,3","8,9","1,5",2015,2,AC
29.0,"340,8","992,3","25,2",6,"1,3",2015,3,AC
24.0,"334,4",993,"25,5","7,4","1,4",2015,4,AC
26.0,"178,8","993,9",25,"6,2","1,3",2015,5,AC
21.0,72,"995,1","24,7","5,8","1,2",2015,6,AC
15.0,"33,8","994,7","24,9","4,8","1,1",2015,7,AC
12.0,"101,8","993,2",26,"7,2","1,2",2015,8,AC
11.0,"54,6","992,4","26,3","6,5","1,4",2015,9,AC
14.0,"118,8","992,3","26,4","8,6","1,6",2015,10,AC
19.0,"140,8","990,7","26,3","11,5","1,4",2015,11,AC
20.0,"298,8","992,5","25,7",8,"1,4",2015,12,AC
22.0,"141,6","991,4","26,4",6,"1,4",2016,1,AC
20.0,72,992,26,"7,7","1,4",2016,2,AC
21.0,"40,8","993,2","26,2","5,7","1,4",2016,3,AC
15.0,37,"992,8","25,9","7,3","1,4",2016,4,AC
16.0,29,"994,8",25,"12,3","1,4",2016,5,AC
4.0,,,,,,2016,6,AC
,,,,,,2016,7,AC
,,,,,,2016,8,AC
4.0,,,,,,2016,9,AC
19.0,"179,8","991,4","26,1","6,2","1,4",2016,10,AC
18.0,"99,4","990,4","25,8","5,9","1,6",2016,11,AC
29.0,"446,8","991,3","25,3","6,3","1,5",2016,12,AC
16.0,,,"24,9","5,5",,2017,1,AC
,,,,,,2017,2,AC
,,,,,,2017,3,AC
,,,,,,2017,4,AC
,,,,,,2017,5,AC
,,,,,,2017,6,AC
,,,,,,2017,7,AC
,,,,,,2017,8,AC
15.0,"225,4","993,3","25,6","6,6","1,2",2017,9,AC
13.0,"132,8","991,6","25,9","7,8","1,4",2017,10,AC
18.0,264,"990,2","25,7","6,6","1,5",2017,11,AC
24.0,"349,2","990,8","25,4","6,6","1,5",2017,12,AC
26.0,207,"991,5","25,2","6,6","1,5",2018,1,AC
19.0,"184,2","991,4","25,2","4,8","1,4",2018,2,AC
23.0,"244,2","991,7","25,3","5,6","1,4",2018,3,AC
22.0,"180,2","993,1","25,3","5,9","1,4",2018,4,AC
13.0,"115,2","994,1","24,6","5,3","1,3",2018,5,AC
7.0,33,996,"23,1",5,"1,3",2018,6,AC
7.0,32,995,"24,4",6,"1,2",2018,7,AC
12.0,"107,2","995,4","24,1","5,9","1,4",2018,8,AC
15.0,"90,8",992,"25,6",9,"1,4",2018,9,AC
21.0,"211,2","991,3","25,9","7,1","1,4",2018,10,AC
22.0,"229,2","990,6","25,7","6,4","1,4",2018,11,AC
25.0,"190,2","992,8","25,2",6,"1,4",2018,12,AC
28.0,"351,8","992,9","25,4","5,5","1,4",2019,1,AC
25.0,"394,4","992,3","25,5","5,7","1,4",2019,2,AC
26.0,"270,6","992,5","25,6","6,7","1,3",2019,3,AC
20.0,"208,6","992,6","25,8","7,1","1,3",2019,4,AC
16.0,"57,2","993,3","25,1","4,8","1,3",2019,5,AC
16.0,"95,4","994,7","25,2","5,6","1,2",2019,6,AC
13.0,"145,2","995,3",24,"6,2","1,3",2019,7,AC
8.0,"82,8","995,5","24,4","8,9","1,2",2019,8,AC
12.0,"66,8",,"26,3","10,4","1,3",2019,9,AC
21.0,"165,6","992,4","25,1","7,2","1,4",2019,10,AC
22.0,"281,8","990,6","25,7","6,9","1,4",2019,11,AC
20.0,"364,4","991,3","25,9","6,4","1,4",2019,12,AC
19.0,"209,8",992,"26,3","5,9","1,5",2020,1,AC
21.0,"299,8","992,3","25,7","8,3","1,4",2020,2,AC
19.0,"299,6","991,8",26,"6,6","1,3",2020,3,AC
20.0,294,"993,7","25,3","4,8","1,3",2020,4,AC
16.0,"54,6","994,9","24,6","6,1","1,3",2020,5,AC
10.0,"67,6","994,1","25,1","5,4","1,1",2020,6,AC
8.0,37,"993,9","24,7","5,4","1,2",2020,7,AC
5.0,"85,2","993,6","24,9","7,6","1,3",2020,8,AC
13.0,"153,4","992,7",26,"8,7","1,4",2020,9,AC
15.0,"132,8",992,"25,8","9,5","1,4",2020,10,AC
13.0,"46,4","991,1","26,2","7,7","1,4",2020,11,AC
20.0,"302,2","991,5","25,4","7,4","1,4",2020,12,AC
13.0,,"991,2","25,5",7,"1,6",2021,1,AC
9.0,,,,"4,8",,2021,2,AC
2.0,,,,"5,3",,2021,3,AC
,,,,4,,2021,4,AC
,,,,"3,6",,2021,5,AC
,,,,5,,2021,6,AC
,,,,,,2021,7,AC
,,,,,,2021,8,AC
,,,,,,2021,9,AC
,,,,,,2021,10,AC
,,,,,,2021,11,AC
,,,,,,2021,12,AC
,,,,,,2022,1,AC
,,,,,,2022,2,AC
,,,,,,2022,3,AC
,,,,,,2022,4,AC
,,,,,,2022,5,AC
,,,,,,2022,6,AC
,,,,,,2022,7,AC
,,,,,,2022,8,AC
,,,,,,2022,9,AC
,,,,,,2022,10,AC
,,,,,,2022,11,AC
,,,,,,2022,12,AC
,,,,,,2023,1,AC
,,,,,,2023,2,AC
,,,,,,2023,3,AC
,,,,,,2023,4,AC
,,,,,,2023,5,AC
,,,,,,2023,6,AC
,,,,,,2023,7,AC
,,,,,,2023,8,AC
,,,,,,2023,9,AC
,,,,,,2023,10,AC
,,,,,,2023,11,AC
16.0,,,"26,1","5,2",,2023,12,AC
25.0,"152,6","992,5","26,3","6,1","1,4",2024,1,AC
24.0,"405,2","992,3","26,2","6,1","1,4",2024,2,AC
22.0,"198,8",992,"26,4","5,4","1,4",2024,3,AC
20.0,"345,4","991,9","26,4","5,9","1,4",2024,4,AC
16.0,"92,8","993,7","24,7","8,3","1,5",2024,5,AC
15.0,"26,6","993,8","25,5","5,9","1,1",2024,6,AC
6.0,"56,2","995,9",24,"6,6","1,3",2024,7,AC
5.0,"52,4","994,4","25,4","13,3","1,4",2024,8,AC
6.0,"97,4","991,8","26,8","7,1","1,3",2024,9,AC
12.0,264,"991,6","26,9","7,9","1,4",2024,10,AC
21.0,"189,2","990,4","25,9","6,3","1,4",2024,11,AC
28.0,"345,4","991,2","25,7","5,8","1,4",2024,12,AC
19.0,276,"991,8","25,9","5,7","1,3",2025,1,AC
22.0,"460,8","991,8","25,3","5,4","1,5",2025,2,AC
24.0,270,"992,4","25,6","6,2","1,4",2025,3,AC
23.0,424,"992,3","25,8","5,9","1,4",2025,4,AC
22.0,163,994,"25,4","5,1","1,3",2025,5,AC
11.0,"57,6",995,"24,4","5,3","1,2",2025,6,AC
7.0,"23,2","996,5","23,6","5,4","1,3",2025,7,AC
1.0,,,,,,2025,8,AC
9.0,,,,"3,8",,2010,1,AC
14.0,,"983,8","25,7","3,5",1,2010,2,AC
24.0,193,"984,5","25,7","3,2",1,2010,3,AC
14.0,"144,2",986,"25,3","3,6",1,2010,4,AC
23.0,"29,2","987,2","23,4","4,6","1,1",2010,5,AC
6.0,"2,8","988,5","23,6","3,9",",9",2010,6,AC
4.0,7,"988,2","22,4","3,8","1,1",2010,7,AC
1.0,16,"987,5","23,6","4,3","1,1",2010,8,AC
7.0,50,"984,9","25,7","5,2",1,2010,9,AC
22.0,"113,2","984,5","25,2","5,3","1,1",2010,10,AC
5.0,,"982,8","25,1","4,6","1,1",2010,11,AC
7.0,,"982,6","25,5","4,6","1,2",2010,12,AC
14.0,,983,"24,7","3,8","1,1",2011,1,AC
,,"984,3","24,4","3,4",1,2011,2,AC
,,"984,2","24,5","4,4",",9",2011,3,AC
,,"985,2",25,5,",9",2011,4,AC
12.0,"167,8","987,1","23,7",4,1,2011,5,AC
10.0,"25,8","987,3","23,4",4,",9",2011,6,AC
2.0,4,"987,1","23,3","3,5",1,2011,7,AC
5.0,"13,6","987,3","23,4",6,"1,1",2011,8,AC
8.0,"58,2","986,9","25,5","4,5","1,1",2011,9,AC
16.0,"96,8","983,7","25,3",4,"1,1",2011,10,AC
3.0,"35,4","983,2","25,4","5,5",1,2011,11,AC
,,"983,8","25,1","5,4",1,2011,12,AC
,,"983,9","24,6","3,7",1,2012,1,AC
,,"984,3","24,2","3,8",",9",2012,2,AC
,,989,"24,7",4,1,2012,3,AC
,,"997,1","24,8","4,8",",9",2012,4,AC
,,"1002,1","23,9","4,2",",8",2012,5,AC
,,"1009,9","23,2","3,7",1,2012,6,AC
2.0,8,"1004,2","22,4",5,1,2012,7,AC
7.0,"23,4","995,7","23,7","4,1",1,2012,8,AC
17.0,"90,4","993,2","25,5","4,9",1,2012,9,AC
28.0,"98,6","992,9","25,4","4,2",1,2012,10,AC
24.0,68,"998,8","25,6","3,6",1,2012,11,AC
30.0,120,"1011,7","25,1","3,9",1,2012,12,AC
,,"1014,1","25,4","5,3",1,2013,1,AC
,,,"24,8","3,4",",9",2013,2,AC
6.0,,,"24,9",4,",9",2013,3,AC
15.0,48,,"24,5","3,6",",9",2013,4,AC
14.0,"54,4",,"23,9","3,7",",9",2013,5,AC
,,,"24,3",3,",8",2013,6,AC
,,,"22,6","4,4",",9",2013,7,AC
8.0,"12,4",,"22,6","4,8","1,1",2013,8,AC
17.0,"26,4",,"24,9","6,7","1,1",2013,9,AC
29.0,"40,8",,25,"3,7",1,2013,10,AC
,,,"25,3","4,2",1,2013,11,AC
,,,,"3,1",,2013,12,AC
,,,,"2,8",,2014,1,AC
8.0,,,,"3,4",,2014,2,AC
25.0,"319,6",985,"24,8","5,1",",9",2014,3,AC
19.0,"140,6","986,3","24,9","3,7",",9",2014,4,AC
17.0,"117,8","986,8","23,9","4,9",",9",2014,5,AC
8.0,"25,8","988,1","23,4","3,7",1,2014,6,AC
6.0,"6,4",991,22,"4,7",1,2014,7,AC
5.0,"54,2","989,1","23,8","4,1",",9",2014,8,AC
14.0,"146,6","986,8","25,6",4,",9",2014,9,AC
13.0,"87,8","986,4","25,6","5,2",",9",2014,10,AC
18.0,209,985,"25,5","3,6",1,2014,11,AC
20.0,"182,6","985,5","25,1","3,4",1,2014,12,AC
29.0,"136,6","987,4","24,6","4,5",",9",2015,1,AC
28.0,"92,8","986,4","25,2","3,8",1,2015,2,AC
21.0,"168,8","986,6","25,2","4,9",",9",2015,3,AC
25.0,"215,2","987,4",25,"3,8",",8",2015,4,AC
19.0,"170,8","988,4","24,3","4,5",",8",2015,5,AC
,,"989,5",24,"4,1",",8",2015,6,AC
5.0,13,"989,1","23,5",5,1,2015,7,AC
4.0,"13,4","987,1","25,9","3,6",",9",2015,8,AC
,,,"26,3","4,4",,2015,9,AC
6.0,,,"26,8","3,9",,2015,10,AC
16.0,"200,2","984,4","26,3","3,5",1,2015,11,AC
18.0,"190,8",986,"25,8","3,2",",9",2015,12,AC
25.0,"307,2",985,"26,2","3,7",",9",2016,1,AC
25.0,"405,4","985,9","25,6","3,8",",9",2016,2,AC
14.0,"250,8","987,3","25,5","3,8",",9",2016,3,AC
16.0,"87,2","986,8","25,2","5,5",1,2016,4,AC
10.0,"138,6","989,3","23,4","3,5",",9",2016,5,AC
2.0,"14,6","990,9","22,1","3,8",1,2016,6,AC
1.0,"1,4",989,"23,5","3,7",",9",2016,7,AC
4.0,"55,4","987,9","24,5","5,6",1,2016,8,AC
11.0,139,"988,4","24,5","4,3","1,1",2016,9,AC
15.0,"169,4","985,4","25,5","5,1",1,2016,10,AC
13.0,164,"984,5","25,3","5,8",1,2016,11,AC
18.0,"276,2","984,8","25,4","6,8",1,2016,12,AC
23.0,"228,6","986,1","24,6","3,2",1,2017,1,AC
20.0,"269,6","985,6",25,"4,1",1,2017,2,AC
25.0,"366,4","986,1","24,8","4,2",",9",2017,3,AC
18.0,"284,2",987,"24,7",4,1,2017,4,AC
6.0,"37,6","987,3","25,1","3,1",",8",2017,5,AC
,,"988,8","22,9","4,2",",9",2017,6,AC
1.0,"5,6","990,6","22,6","4,5",",9",2017,7,AC
8.0,"46,6","987,1",25,"4,6",1,2017,8,AC
10.0,58,"987,2","25,6","4,4",1,2017,9,AC
16.0,"123,6","985,2","25,7","4,1","1,1",2017,10,AC
19.0,"210,6",984,"25,4","3,7",1,2017,11,AC
22.0,"155,8","984,3","25,5","4,3",1,2017,12,AC
23.0,"51,4","985,4","24,7","3,9",",9",2018,1,AC
,,"985,2","25,1","3,4",",9",2018,2,AC
,,"985,3","24,9","3,3",",9",2018,3,AC
,,"986,9","25,3","4,5",",9",2018,4,AC
,,"988,2","24,2","3,7",",9",2018,5,AC
,,"990,1","22,1","3,7",",9",2018,6,AC
2.0,"2,2",989,23,"4,3",1,2018,7,AC
17.0,"34,6","989,4","22,6",4,1,2018,8,AC
8.0,"158,4","985,1",25,"5,6",",9",2018,9,AC
20.0,"173,8","984,3","25,7","3,2",",9",2018,10,AC
20.0,"236,6","983,6","25,3","3,7",",9",2018,11,AC
24.0,"267,6","985,6",25,3,1,2018,12,AC
25.0,"247,4",986,"24,9","3,7",",9",2019,1,AC
25.0,"226,2","985,4","25,1","5,3",",9",2019,2,AC
24.0,"278,2","985,8","25,3","2,9",",9",2019,3,AC
18.0,"148,8","985,7","25,1","4,6",",8",2019,4,AC
10.0,"90,6","986,7",24,4,",9",2019,5,AC
5.0,"5,8","988,1","24,3",3,",8",2019,6,AC
5.0,"24,2","988,7",23,"3,8",",9",2019,7,AC
3.0,"28,8","989,2","23,7","5,3",1,2019,8,AC
10.0,102,"986,1","26,1","5,4",1,2019,9,AC
17.0,111,"985,4","24,9","3,8",",9",2019,10,AC
19.0,295,"983,6","25,2","4,6",",9",2019,11,AC
23.0,"390,2","984,3","25,2","3,3",",9",2019,12,AC
18.0,"356,2","984,7","25,9","3,9",",9",2020,1,AC
14.0,139,"985,3","25,4",4,",9",2020,2,AC
17.0,"119,4",985,"25,6","3,6",",8",2020,3,AC
11.0,,987,"24,4",5,",9",2020,4,AC
,,,,,,2020,5,AC
,,,,,,2020,6,AC
,,,,,,2020,7,AC
,,,,,,2020,8,AC
,,,,,,2020,9,AC
,,,,,,2020,10,AC
,,,,,,2020,11,AC
,,,,,,2020,12,AC
,,,,,,2021,1,AC
,,,,,,2021,2,AC
,,,,,,2021,3,AC
,,,,,,2021,4,AC
,,,,,,2021,5,AC
,,,,,,2021,6,AC
,,,,,,2021,7,AC
,,,,,,2021,8,AC
,,,,,,2021,9,AC
,,,,,,2021,10,AC
,,,,,,2021,11,AC
,,,,,,2021,12,AC
,,,,,,2022,1,AC
,,,,,,2022,2,AC
,,,,,,2022,3,AC
,,,,,,2022,4,AC
,,,,,,2022,5,AC
,,,,,,2022,6,AC
,,,,,,2022,7,AC
,,,,,,2022,8,AC
,,,,,,2022,9,AC
,,,,,,2022,10,AC
,,,,,,2022,11,AC
,,,,,,2022,12,AC
,,,,,,2023,1,AC
,,,,,,2023,2,AC
,,,,,,2023,3,AC
,,,,,,2023,4,AC
,,,,,,2023,5,AC
,,,,,,2023,6,AC
,,,,,,2023,7,AC
,,,,,,2023,8,AC
