"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",ano,mes,uf
14.0,"194,2","927,7","25,2","8,4","1,8",2015,11,GO
16.0,"154,6","929,6","24,4","9,7","1,5",2015,12,GO
18.0,"269,8","927,5","23,8","6,7",2,2016,1,GO
19.0,"118,6","929,8","24,6","8,2","1,4",2016,2,GO
16.0,"190,4","930,4","24,4",7,"1,4",2016,3,GO
4.0,"3,6","930,2","23,5","7,1","1,4",2016,4,GO
5.0,10,"932,2","21,8","7,1","1,2",2016,5,GO
3.0,3,"933,7","19,8","6,2","1,3",2016,6,GO
0.0,0,933,"20,9","6,1","1,4",2016,7,GO
2.0,"8,8","931,8","22,4","7,5","1,7",2016,8,GO
1.0,3,"930,6","25,1","10,5","1,9",2016,9,GO
13.0,"129,2","928,5","24,9","6,4","1,8",2016,10,GO
18.0,"138,2",928,"23,6","7,3","1,8",2016,11,GO
20.0,"222,2","928,5",24,"7,9","1,9",2016,12,GO
19.0,"219,2",929,"23,8","7,1","1,5",2017,1,GO
17.0,64,"928,8","23,9","6,5","1,7",2017,2,GO
21.0,"112,8","929,1","23,9","9,4","1,2",2017,3,GO
14.0,"112,2",930,"23,5","5,9","1,2",2017,4,GO
15.0,"75,4","931,1","21,8","6,4","1,1",2017,5,GO
6.0,"4,2","933,2","19,7","6,8","1,4",2017,6,GO
0.0,0,936,18,"7,1","2,1",2017,7,GO
0.0,0,"931,5","22,1",8,"1,6",2017,8,GO
1.0,"10,8",932,"23,9","7,8","2,4",2017,9,GO
6.0,"58,6","928,4","25,9","7,9",2,2017,10,GO
19.0,"334,8","927,4","23,6","6,7","1,9",2017,11,GO
22.0,"226,4","927,5","23,6","6,8","1,8",2017,12,GO
17.0,224,"928,6","23,6","6,4","1,5",2018,1,GO
17.0,"155,6",928,"23,8","6,3","1,4",2018,2,GO
16.0,"103,2","928,4","24,4","5,3","1,2",2018,3,GO
21.0,"88,6",931,22,"7,3","1,3",2018,4,GO
10.0,"4,6","932,4",20,"5,6","1,2",2018,5,GO
2.0,",4","933,2","20,6","4,9",1,2018,6,GO
0.0,0,"933,2","19,8","5,9","1,3",2018,7,GO
3.0,2,"932,4","22,1","7,1","1,5",2018,8,GO
9.0,"74,4","929,3","23,7","9,4","1,5",2018,9,GO
18.0,"125,8","928,4","24,7","7,9","1,6",2018,10,GO
21.0,"287,2","928,1","23,4","8,3","1,8",2018,11,GO
15.0,"143,2",929,"24,6","7,3","1,9",2018,12,GO
15.0,"182,8","930,5","24,7","8,4","1,6",2019,1,GO
23.0,"153,4","928,8","24,5",8,"1,8",2019,2,GO
20.0,"251,6","929,9","23,8","6,2","1,5",2019,3,GO
10.0,"97,6","929,9","23,5","5,8","1,2",2019,4,GO
7.0,"92,4","930,8",22,"5,1","1,2",2019,5,GO
0.0,0,"933,8","19,8","6,2","1,5",2019,6,GO
1.0,",2","933,3","19,3","7,1","1,6",2019,7,GO
0.0,0,"933,7","22,1","8,5","1,9",2019,8,GO
2.0,"15,4","930,1","26,4","7,4","1,9",2019,9,GO
12.0,38,"928,5",26,"9,2","1,7",2019,10,GO
21.0,164,"927,5","25,1","11,3","1,8",2019,11,GO
24.0,317,"928,2","24,3","8,1","1,6",2019,12,GO
19.0,"204,6","927,8","24,6","6,5","1,9",2020,1,GO
22.0,"354,8","929,1","24,2","6,7","1,7",2020,2,GO
15.0,"114,8","929,1","24,1","7,6","1,5",2020,3,GO
8.0,"41,8","930,9",23,"7,2","1,4",2020,4,GO
6.0,9,"932,4","19,6","6,3","1,3",2020,5,GO
0.0,0,"932,9","20,6",7,"1,5",2020,6,GO
0.0,0,"932,6","20,9","7,4","1,7",2020,7,GO
0.0,0,"932,2",22,"8,3","2,1",2020,8,GO
3.0,"8,6","930,5",26,"6,9",2,2020,9,GO
17.0,138,928,"26,4","6,6","2,1",2020,10,GO
13.0,"165,8","928,4","24,7","8,6","1,9",2020,11,GO
22.0,"300,8","928,1","24,4","6,3","1,5",2020,12,GO
18.0,"125,4","928,4",24,"7,2","1,4",2021,1,GO
23.0,"297,8","927,5","23,7","7,3","1,5",2021,2,GO
15.0,"150,4","929,1","23,5","8,2","1,4",2021,3,GO
6.0,"49,6","929,9","22,3","6,4","1,3",2021,4,GO
1.0,"1,6","931,8","21,2","8,7","1,1",2021,5,GO
3.0,"3,2","932,6",20,"5,9","1,2",2021,6,GO
,,,,"6,1",,2021,7,GO
,,,,"6,5",,2021,8,GO
,,,,,,2021,9,GO
11.0,,,"23,9","8,5",,2021,10,GO
18.0,,"927,3","23,9","7,1","1,9",2021,11,GO
17.0,"174,2","926,3","24,1","5,7","1,8",2021,12,GO
20.0,190,"927,9","23,9","8,3","1,9",2022,1,GO
17.0,,"928,3","23,8","5,7","1,6",2022,2,GO
15.0,"107,4","928,9","24,2","5,8","1,5",2022,3,GO
5.0,53,"929,6","23,4","10,9","1,1",2022,4,GO
5.0,25,"931,9","19,7",6,"1,2",2022,5,GO
0.0,0,"931,9",20,"5,4","1,2",2022,6,GO
,0,"932,8","20,5","6,2","1,5",2022,7,GO
2.0,"1,4","931,9","21,9","7,8","1,8",2022,8,GO
5.0,"89,4","929,9","24,7","7,1","1,9",2022,9,GO
14.0,"111,8","928,9","24,4","7,4","1,8",2022,10,GO
13.0,"172,8","927,7","23,5","8,7","1,9",2022,11,GO
24.0,454,"927,1","23,4","5,7","1,7",2022,12,GO
28.0,"429,4","928,7","23,1","6,1","1,8",2023,1,GO
15.0,"119,2","929,3","24,3","8,1","1,3",2023,2,GO
22.0,"296,6","929,9","23,4","7,7","1,2",2023,3,GO
13.0,"152,2","929,5",23,7,"1,3",2023,4,GO
3.0,3,"931,8","20,3","5,4",",9",2023,5,GO
4.0,"1,8","933,6",19,"5,5",1,2023,6,GO
2.0,",6","933,5","20,4","7,6","1,2",2023,7,GO
2.0,"17,8","931,3",23,9,"1,6",2023,8,GO
6.0,"26,4","929,8","26,5","7,3","1,7",2023,9,GO
14.0,"96,4","928,1","26,9","7,5","1,8",2023,10,GO
13.0,"251,6",928,"26,3","12,3","1,6",2023,11,GO
10.0,"115,4","928,1",26,"7,7","1,7",2023,12,GO
17.0,"268,6","928,4","24,8","6,1","1,4",2024,1,GO
19.0,"333,8","929,9","24,5","6,4","1,5",2024,2,GO
21.0,"383,8","929,4","25,2","6,3","1,4",2024,3,GO
10.0,"46,2","929,8","24,6","4,8","1,2",2024,4,GO
2.0,",4","931,7","22,1","6,1","1,2",2024,5,GO
0.0,0,"932,9",21,"6,4","1,4",2024,6,GO
0.0,0,"934,1","20,5","6,3","1,2",2024,7,GO
0.0,0,"933,2",22,"7,2","1,9",2024,8,GO
1.0,"1,2","930,1","26,5","9,1","1,8",2024,9,GO
1.0,",2","928,7","25,6",7,"1,7",2024,10,GO
19.0,"391,6","927,8","24,2","5,5","1,6",2024,11,GO
20.0,"307,4",928,"24,5","9,6","1,6",2024,12,GO
22.0,"196,8","927,8","24,4","6,9","1,6",2025,1,GO
17.0,"130,2","929,3","24,4","5,9","1,4",2025,2,GO
12.0,"137,8","929,8","25,1","7,5","1,5",2025,3,GO
17.0,145,"929,3","23,9",6,"1,1",2025,4,GO
5.0,2,"932,8","20,9","6,3","1,4",2025,5,GO
5.0,"13,8","933,1","20,4","5,5","1,3",2025,6,GO
2.0,",8","934,4","19,5","5,8","1,1",2025,7,GO
,,,,,,2025,8,GO
18.0,"194,4","937,5","24,4","7,7","1,6",2010,1,GO
13.0,"73,8","937,2","24,9",8,"1,7",2010,2,GO
21.0,"158,6","937,4","24,3","6,2","1,7",2010,3,GO
5.0,30,"938,2","24,8","6,3","1,8",2010,4,GO
2.0,6,"938,4","24,8","6,7","1,6",2010,5,GO
0.0,0,"941,1","23,5","7,3","2,1",2010,6,GO
,,,"23,8","6,7",,2010,7,GO
,,,,,,2010,8,GO
1.0,"4,2","937,8","27,7","7,6","2,4",2010,9,GO
18.0,"95,4","936,5","25,8","9,1","1,8",2010,10,GO
,,936,"23,2","10,1","1,7",2010,11,GO
,,"934,8","23,8","7,9","1,7",2010,12,GO
7.0,,"936,2","23,3","7,4","1,8",2011,1,GO
2.0,,937,"22,9","6,9","1,5",2011,2,GO
,,"936,6","23,5","7,6","1,6",2011,3,GO
6.0,"33,6",938,"24,5",7,"1,7",2011,4,GO
1.0,"9,4","938,8","23,6","6,3","1,8",2011,5,GO
0.0,0,940,"22,9",7,"1,8",2011,6,GO
1.0,",2","940,1","23,3","7,9","2,1",2011,7,GO
0.0,0,"939,4","26,1","7,9","2,5",2011,8,GO
2.0,1,"939,1","27,3","8,6","2,7",2011,9,GO
9.0,,,"24,7",6,,2011,10,GO
8.0,,,,,,2011,11,GO
23.0,"283,4",,"23,5","6,3","1,8",2011,12,GO
19.0,,,"22,7","7,7","1,8",2012,1,GO
19.0,"124,6","937,2","23,5","7,4","1,9",2012,2,GO
14.0,84,"937,5","24,3","6,7","1,6",2012,3,GO
6.0,"64,4","937,3","25,2","7,1","1,6",2012,4,GO
4.0,"5,8","939,2","23,8","8,3","2,3",2012,5,GO
1.0,",4","940,2","24,1","6,4",2,2012,6,GO
0.0,0,"940,3","23,8","8,7","2,2",2012,7,GO
,0,"941,5","24,1","8,9","2,9",2012,8,GO
2.0,"5,2","939,3","27,6","7,7","2,5",2012,9,GO
12.0,83,"936,5","27,3","8,1","2,3",2012,10,GO
24.0,"332,4","936,2","23,6","8,4","1,9",2012,11,GO
17.0,"111,2","936,2","24,9","11,8","1,8",2012,12,GO
14.0,,"937,4","23,8","7,7","1,9",2013,1,GO
18.0,"139,4","936,9","24,7","6,5","1,8",2013,2,GO
20.0,"249,4","937,5","24,5","9,3","1,7",2013,3,GO
12.0,"50,8","938,4","24,1","6,2","1,8",2013,4,GO
2.0,"16,4","939,1","24,1","5,9","1,9",2013,5,GO
3.0,"34,6",940,"23,6","6,5","1,9",2013,6,GO
0.0,0,"940,8",24,"7,3","2,2",2013,7,GO
1.0,"2,6","939,6","25,3","7,6","2,5",2013,8,GO
2.0,5,"938,5","26,9","7,9","2,6",2013,9,GO
13.0,"125,4","937,6","25,5","8,2","2,1",2013,10,GO
18.0,"174,2","936,2","24,3","7,9","1,9",2013,11,GO
9.0,,,"24,2","7,8",,2013,12,GO
6.0,,,,"6,3",,2014,1,GO
18.0,"163,4","937,2","23,9","6,9","1,8",2014,2,GO
26.0,"81,6","937,9","24,1","7,6","1,6",2014,3,GO
9.0,,"938,4","24,2","5,2","1,5",2014,4,GO
2.0,22,939,24,6,"1,7",2014,5,GO
0.0,0,"940,4","23,3","7,2",2,2014,6,GO
0.0,0,"942,1","23,4","7,7","2,3",2014,7,GO
0.0,0,"940,5","25,5","7,3","2,4",2014,8,GO
5.0,"50,4","938,4","27,4",9,"2,3",2014,9,GO
5.0,"27,4","937,8","27,3","7,9","2,2",2014,10,GO
15.0,,937,"24,5",6,"1,4",2014,11,GO
,,"937,6","23,8","7,4","1,8",2014,12,GO
,0,"938,3","24,9","6,8","1,5",2015,1,GO
,,"938,1","23,9",7,"1,6",2015,2,GO
15.0,,"938,1","23,3","4,2",0,2015,3,GO
17.0,"81,2","938,4",24,0,0,2015,4,GO
7.0,"18,6","939,8","23,5","4,5",",3",2015,5,GO
1.0,",4","941,6","23,4","7,4","2,2",2015,6,GO
1.0,"1,6","941,2","23,6","6,8",2,2015,7,GO
0.0,0,"940,2","25,5","7,6","2,1",2015,8,GO
3.0,"11,2","937,7","28,5","6,3","1,9",2015,9,GO
13.0,"96,2","937,4","28,4","8,3","1,8",2015,10,GO
15.0,"222,8","936,4","26,3","8,4","1,6",2015,11,GO
15.0,"146,4",938,"26,2","9,2","1,6",2015,12,GO
29.0,"573,4","937,3","23,5","6,1","1,6",2016,1,GO
15.0,"118,2","938,3","25,4",8,"1,4",2016,2,GO
12.0,"191,2","938,9","25,3","7,1","1,4",2016,3,GO
4.0,"12,6","938,1","26,3","6,1","1,4",2016,4,GO
0.0,0,"940,1","25,5","6,1","1,4",2016,5,GO
0.0,0,"941,6",24,"6,4","1,7",2016,6,GO
0.0,0,941,"24,6","6,6","1,9",2016,7,GO
1.0,",2","939,8","26,4","6,6","2,2",2016,8,GO
6.0,"45,6","938,7","27,6","7,6","2,1",2016,9,GO
15.0,"120,6","937,1","26,2","12,4","1,8",2016,10,GO
21.0,205,"936,6","24,9","6,4","1,7",2016,11,GO
20.0,65,"937,2","24,6","7,2","1,6",2016,12,GO
17.0,"55,2","937,5","25,1","8,1","1,4",2017,1,GO
17.0,"9,4","937,6","23,8","7,3","1,5",2017,2,GO
,,"937,7","24,6","7,6","1,3",2017,3,GO
,,"938,2",25,6,"1,2",2017,4,GO
5.0,"25,6","939,2","24,7","6,4","1,6",2017,5,GO
0.0,0,"940,8",24,"7,3","2,1",2017,6,GO
0.0,0,"943,4","22,1","7,7","2,6",2017,7,GO
0.0,0,"939,6","26,4",9,"2,4",2017,8,GO
0.0,0,"939,9","27,2","7,9","3,1",2017,9,GO
6.0,53,"936,7","28,8","6,5","2,4",2017,10,GO
17.0,"180,2","936,4","24,4","7,3","1,8",2017,11,GO
,,"936,8","23,7","7,3","1,3",2017,12,GO
,,"937,4","24,2","6,1","1,2",2018,1,GO
,,937,"24,1","6,8","1,2",2018,2,GO
,,"937,4","24,5","5,8","1,2",2018,3,GO
,,"939,1","23,7",6,"1,3",2018,4,GO
,,,,,,2018,5,GO
,,,,,,2018,6,GO
,,,,,,2010,1,GO
,,,,,,2010,2,GO
,,,,,,2010,3,GO
,,,,,,2010,4,GO
,,,,,,2010,5,GO
,,,,,,2010,6,GO
,,,,,,2010,7,GO
,,,,,,2010,8,GO
,,,,,,2010,9,GO
,,,,,,2010,10,GO
,,,,,,2010,11,GO
,,,,,,2010,12,GO
,,,,,,2011,1,GO
,,,,,,2011,2,GO
,,,,,,2011,3,GO
,,,,,,2011,4,GO
,,,,,,2011,5,GO
,,,,,,2011,6,GO
,,,,,,2011,7,GO
,,,,,,2011,8,GO
,,,,,,2011,9,GO
,,,,,,2011,10,GO
,,,,,,2011,11,GO
,,,,,,2011,12,GO
,,,,,,2012,1,GO
,,,,,,2012,2,GO
,,,,,,2012,3,GO
,,,,,,2012,4,GO
,,,,,,2012,5,GO
,,,,,,2012,6,GO
,,,,,,2012,7,GO
,,,,,,2012,8,GO
,,,,,,2012,9,GO
,,,,,,2012,10,GO
,,,,,,2012,11,GO
,,,,,,2012,12,GO
,,,,,,2013,1,GO
,,,,,,2013,2,GO
,,,,,,2013,3,GO
,,,,,,2013,4,GO
,,,,,,2013,5,GO
,,,,,,2013,6,GO
,,,,,,2013,7,GO
,,,,,,2013,8,GO
,,,,,,2013,9,GO
,,,,,,2013,10,GO
,,,,,,2013,11,GO
,,,,,,2013,12,GO
,,,,,,2014,1,GO
,,,,,,2014,2,GO
,,,,,,2014,3,GO
,,,,,,2014,4,GO
,,,,,,2014,5,GO
,,,,,,2014,6,GO
,,,,,,2014,7,GO
,,,,,,2014,8,GO
,,,,,,2014,9,GO
,,,,,,2014,10,GO
,,,,,,2014,11,GO
,,,,,,2014,12,GO
,,,,,,2015,1,GO
,,,,,,2015,2,GO
,,,,,,2015,3,GO
,,,,,,2015,4,GO
,,,,,,2015,5,GO
,,,,,,2015,6,GO
,,,,,,2015,7,GO
,,,,,,2015,8,GO
,,,,,,2015,9,GO
,,,,,,2015,10,GO
,,,,,,2015,11,GO
,,,,,,2015,12,GO
,,,,,,2016,1,GO
,,,,,,2016,2,GO
,,,,,,2016,3,GO
,,,,,,2016,4,GO
,,,,,,2016,5,GO
,,,,,,2016,6,GO
,,,,,,2016,7,GO
,,,,,,2016,8,GO
,,,,,,2016,9,GO
,,,,,,2016,10,GO
,,,,,,2016,11,GO
,,,,,,2016,12,GO
,,,,,,2017,1,GO
,,,,,,2017,2,GO
,,,,,,2017,3,GO
,,,,,,2017,4,GO
,,,,,,2017,5,GO
,,,,,,2017,6,GO
,,,,,,2017,7,GO
,,,,,,2017,8,GO
,,,,,,2017,9,GO
,,,,,,2017,10,GO
,,,,,,2017,11,GO
,,,,,,2017,12,GO
,,,,,,2018,1,GO
,,,,,,2018,2,GO
,,,,,,2018,3,GO
,,,,,,2018,4,GO
,,,,,,2018,5,GO
,,,,,,2018,6,GO
,,,,,,2018,7,GO
,,,,,,2018,8,GO
3.0,,,"29,4","6,4",,2018,9,GO
14.0,145,"968,7","27,2","8,4","1,3",2018,10,GO
17.0,"175,8","968,7",26,"5,1","1,2",2018,11,GO
14.0,"268,6","970,1","25,8","7,4","1,3",2018,12,GO
12.0,"128,6","970,7","26,6","7,2","1,1",2019,1,GO
15.0,"221,8","969,9","26,1","5,5",",9",2019,2,GO
17.0,277,"970,3","25,7","4,9",1,2019,3,GO
10.0,"78,6","970,2","26,6","4,2",",8",2019,4,GO
4.0,"2,8","970,3","27,3","6,2",1,2019,5,GO
0.0,0,973,"26,2","4,9","1,5",2019,6,GO
0.0,0,"972,8","26,2","4,9","1,5",2019,7,GO
,0,"972,9","28,2","5,7","1,5",2019,8,GO
1.0,"5,8","969,7","30,4","6,2","1,4",2019,9,GO
6.0,88,"968,6","28,1","5,9","1,3",2019,10,GO
12.0,99,968,"27,2","6,9","1,2",2019,11,GO
16.0,"226,4","968,4","26,9",8,"1,2",2019,12,GO
21.0,347,"969,6","25,8","6,4","1,2",2020,1,GO
18.0,"174,6","970,2","25,9","4,6","1,1",2020,2,GO
20.0,"172,4",970,"25,6","4,4",",9",2020,3,GO
11.0,"112,6",971,"26,2","4,2",",9",2020,4,GO
3.0,7,"972,2",26,"4,4","1,1",2020,5,GO
0.0,0,"972,7","25,5","4,8","1,2",2020,6,GO
,,,,"3,9",,2020,7,GO
,,,,,,2020,8,GO
,,,,,,2020,9,GO
,,,,,,2020,10,GO
,,,,,,2020,11,GO
,,,,,,2020,12,GO
,,,,,,2021,1,GO
,,,,,,2021,2,GO
,,,,,,2021,3,GO
,,,,"3,9",,2021,4,GO
,,,,"3,7",,2021,5,GO
,,,,"4,4",,2021,6,GO
,,,,"5,6",,2021,7,GO
,,,,"4,7",,2021,8,GO
4.0,"26,2","969,7","29,6","8,5","1,1",2021,9,GO
12.0,"158,4",969,"27,3","7,8","1,1",2021,10,GO
15.0,,"968,6","25,5","5,3",",9",2021,11,GO
23.0,"492,6","967,9","24,9","4,1",1,2021,12,GO
25.0,"313,6","969,5","25,2",6,"1,1",2022,1,GO
17.0,,"969,4","25,6","6,2",",9",2022,2,GO
17.0,186,"969,3","25,7","9,3",",8",2022,3,GO
8.0,"38,2","969,5","26,8","5,1",",8",2022,4,GO
0.0,0,"971,7","25,5","5,7","1,1",2022,5,GO
0.0,0,"971,5","25,8","4,1","1,1",2022,6,GO
0.0,0,"972,6","25,7",5,"1,2",2022,7,GO
0.0,0,"971,3","27,9","5,5","1,5",2022,8,GO
2.0,"13,8","969,8","28,8","7,4","1,4",2022,9,GO
7.0,"98,4","968,6",29,"8,1","1,4",2022,10,GO
16.0,,"968,7","25,4","6,8","1,1",2022,11,GO
20.0,,"968,7","24,5","7,7",1,2022,12,GO
10.0,,"970,1","25,3","5,5",",9",2023,1,GO
11.0,,"969,8","26,9","6,3",1,2023,2,GO
16.0,,"970,2","25,7","4,7",1,2023,3,GO
10.0,"21,6","969,7","26,4",5,",8",2023,4,GO
2.0,"10,2","971,3","26,8",4,1,2023,5,GO
,,"972,8","26,6","3,6","1,1",2023,6,GO
,,,,,,2023,7,GO
,,,,,,2023,8,GO
,,,,,,2023,9,GO
9.0,,"968,4","29,9","6,9","1,2",2023,10,GO
13.0,,"968,3","28,5","7,4","1,1",2023,11,GO
8.0,,"968,6","28,5","6,1","1,3",2023,12,GO
12.0,,970,"25,8","6,6",1,2024,1,GO
11.0,,"970,7","26,4","6,2",1,2024,2,GO
11.0,,970,"27,1",6,",8",2024,3,GO
15.0,"71,6","969,9","27,3","6,7",",7",2024,4,GO
0.0,0,971,"27,6","4,1",1,2024,5,GO
0.0,0,"972,8",26,"3,9","1,1",2024,6,GO
0.0,0,"973,8","26,1","4,9","1,1",2024,7,GO
0.0,0,"972,5","28,1","5,2","1,4",2024,8,GO
,,"969,7","30,7","5,9","1,3",2024,9,GO
7.0,,969,29,"5,5","1,2",2024,10,GO
12.0,,"968,7",,"6,5",1,2024,11,GO
16.0,,"969,1","26,5","4,9",",8",2024,12,GO
14.0,,"969,4","25,8","5,4",1,2025,1,GO
8.0,,"969,6","25,9","4,8",",8",2025,2,GO
15.0,,970,"26,9",8,",9",2025,3,GO
11.0,"118,8","969,5","26,8","5,8",",7",2025,4,GO
2.0,"6,8",972,"26,7","3,4",1,2025,5,GO
0.0,0,"972,7","26,1","4,5",1,2025,6,GO
0.0,0,"973,9",26,"3,8",1,2025,7,GO
,,,,,,2025,8,GO
21.0,"163,4","887,9","22,2",,,2010,1,DF
16.0,"88,4","887,8","22,8",,,2010,2,DF
17.0,201,"887,6","22,3","7,8","3,3",2010,3,DF
8.0,"34,4","888,8","21,8","8,8","3,5",2010,4,DF
1.0,"1,2",889,"21,7","9,3","3,3",2010,5,DF
1.0,"1,2","891,6","19,9","9,4","3,9",2010,6,DF
0.0,0,"891,5","19,9","10,2","4,6",2010,7,DF
0.0,0,891,21,"10,6","4,2",2010,8,DF
1.0,"18,2","888,9","23,8","11,4","4,8",2010,9,DF
19.0,"190,2","887,2","23,3",11,"3,2",2010,10,DF
26.0,"344,4","886,2","21,3","9,8","3,2",2010,11,DF
26.0,"583,8",885,"21,7","9,9","3,1",2010,12,DF
20.0,198,"886,1","21,7","11,2","3,5",2011,1,DF
20.0,"214,4","887,2","21,5","9,2","2,6",2011,2,DF
20.0,"103,4","886,7","21,4","8,6","3,2",2011,3,DF
8.0,"81,8","888,5","21,7","14,1","3,5",2011,4,DF
5.0,"8,6","889,3","20,5","9,4","3,6",2011,5,DF
3.0,"8,2","890,3","19,8","9,8","3,6",2011,6,DF
0.0,0,"890,5","20,3","11,6",4,2011,7,DF
0.0,0,"890,2","22,7","10,2","4,3",2011,8,DF
2.0,"4,4",890,"23,7","12,8","4,7",2011,9,DF
21.0,"262,4","887,1","21,2","9,9","3,6",2011,10,DF
13.0,"385,4","886,8","21,2","9,4","3,8",2011,11,DF
25.0,"472,2","886,7","21,1","9,1","3,5",2011,12,DF
25.0,"466,4","887,5","20,5","10,6","3,4",2012,1,DF
17.0,"203,8","887,7","21,6","10,1","3,3",2012,2,DF
18.0,"208,8","888,2","22,1","8,3","3,1",2012,3,DF
14.0,"299,8","888,2","22,3","9,2",3,2012,4,DF
4.0,37,890,"19,8","10,4","3,9",2012,5,DF
2.0,9,"890,9","20,7","9,2","3,6",2012,6,DF
3.0,"3,6","890,9","20,2","12,7","3,9",2012,7,DF
,0,"892,2","19,7","11,4","4,7",2012,8,DF
4.0,"46,8","890,3","23,8","10,2","3,9",2012,9,DF
12.0,168,"887,6","24,1","10,9",4,2012,10,DF
22.0,"568,2","886,2","21,6","9,4","3,5",2012,11,DF
21.0,"253,4",887,"22,7","9,5","2,9",2012,12,DF
25.0,"556,2","887,5","21,4","8,3","3,4",2013,1,DF
7.0,,,23,"9,4",,2013,2,DF
19.0,"430,8","978,2","26,2",6,"1,4",2010,1,TO
18.0,"210,4","977,6","27,2",6,"1,5",2010,2,TO
26.0,448,"978,2","26,6","8,1","1,4",2010,3,TO
11.0,"83,2","978,2","27,8",8,"1,5",2010,4,TO
9.0,"28,4","978,5","28,2","8,1","1,3",2010,5,TO
1.0,",2","980,8","27,6","9,5","2,1",2010,6,TO
0.0,0,"980,5","28,4","9,4","2,9",2010,7,TO
,0,980,"29,2","9,3","2,8",2010,8,TO
1.0,"17,6","977,7","31,4","10,6","3,1",2010,9,TO
13.0,"210,4","977,3",28,"10,3","1,4",2010,10,TO
19.0,"183,4","976,5","26,6","6,9","1,3",2010,11,TO
17.0,"150,4","975,9","26,2",7,"1,3",2010,12,TO
26.0,"338,8",977,"25,2","5,2","1,3",2011,1,TO
24.0,"306,4","978,1","24,9","6,2","1,2",2011,2,TO
25.0,313,"977,7","25,5","6,8","1,2",2011,3,TO
17.0,"201,6","978,3","26,3","6,8","1,3",2011,4,TO
4.0,"8,8","978,7","26,9","7,2","1,4",2011,5,TO
0.0,0,980,"26,8",9,"1,7",2011,6,TO
1.0,2,980,"27,3","10,1","2,2",2011,7,TO
0.0,0,"979,4","29,5","8,3","2,1",2011,8,TO
0.0,0,"978,9",31,"9,8","2,7",2011,9,TO
5.0,,,,,,2011,10,TO
7.0,,,,,,2011,11,TO
21.0,289,"977,2","26,1","5,5","1,2",2011,12,TO
5.0,,,,"5,5",,2012,1,TO
19.0,"223,4","977,8","25,2","6,4","1,2",2012,2,TO
19.0,118,"978,2","25,7","4,8",1,2012,3,TO
13.0,"86,4","977,8","26,7","6,9",1,2012,4,TO
10.0,"61,4","979,1","26,7","9,3","1,3",2012,5,TO
4.0,"8,2","980,2","26,9","8,1","1,3",2012,6,TO
0.0,0,"980,1","27,4","7,9","1,7",2012,7,TO
,0,981,"28,6","10,7","2,9",2012,8,TO
0.0,0,"979,3","30,4","10,7","2,1",2012,9,TO
,,,,,,2012,10,TO
13.0,,,"26,8","5,7",,2012,11,TO
,,,,"7,4",,2012,12,TO
,,,,"4,9",,2013,1,TO
12.0,,,"26,5","6,2",,2013,2,TO
13.0,,,"26,7","4,9",,2013,3,TO
4.0,,,,"4,8",,2013,4,TO
1.0,,"979,1",,"5,5","1,2",2013,5,TO
4.0,,"979,8","27,1","8,3","1,4",2013,6,TO
0.0,0,"980,6",28,"9,4","1,8",2013,7,TO
0.0,0,"979,2","29,2","8,7",2,2013,8,TO
3.0,"10,8","978,4","30,5","8,4",2,2013,9,TO
12.0,"109,2",978,"28,4","7,9","1,5",2013,10,TO
23.0,"250,8","976,9","26,3","6,2","1,3",2013,11,TO
25.0,"499,8","977,6","25,4","6,4","1,3",2013,12,TO
25.0,"279,8","978,7",25,"6,2","1,1",2014,1,TO
23.0,"274,2","977,9","24,5","6,8","1,1",2014,2,TO
14.0,,,"25,6","4,7",,2014,3,TO
16.0,"173,6",979,"26,4",6,"1,1",2014,4,TO
8.0,"48,8","979,2","27,3","4,4",1,2014,5,TO
0.0,0,"980,3","27,1","8,4","1,5",2014,6,TO
0.0,0,"981,8","27,8","9,8",2,2014,7,TO
0.0,0,"980,4",29,"9,8",2,2014,8,TO
10.0,"73,2","978,8","29,4","9,2","1,5",2014,9,TO
10.0,145,"978,3","28,6","9,2","1,6",2014,10,TO
18.0,"178,6","977,5",27,9,"1,1",2014,11,TO
21.0,232,"978,3","26,3","6,4","1,2",2014,12,TO
21.0,"145,4","979,1","26,1","4,9","1,1",2015,1,TO
22.0,"193,4",979,"25,7","6,3","1,3",2015,2,TO
25.0,"142,4","978,8",26,"5,1","1,1",2015,3,TO
24.0,"296,2",979,"26,1","7,4",",9",2015,4,TO
9.0,"71,8","979,8","27,1","7,5","1,4",2015,5,TO
0.0,0,"981,3","27,6","9,9","1,9",2015,6,TO
,0,"980,9","27,9","7,9","1,9",2015,7,TO
1.0,",2","979,9","29,5","9,2","2,2",2015,8,TO
4.0,"75,2","978,1","30,5","8,5","1,5",2015,9,TO
5.0,123,"977,9","29,8","10,9","1,3",2015,10,TO
2.0,,,,,,2015,11,TO
,,,,,,2015,12,TO
2.0,,,,,,2016,1,TO
5.0,"5,2","978,4","29,4",6,"1,5",2016,2,TO
20.0,"166,4","979,3","27,3","4,5","1,1",2016,3,TO
