ano_agricola,safra,uf,produto,id_produto,id_levantamento,dsc_levantamento,area_plantada_mil_ha,producao_mil_t,produtividade_mil_ha_mil_t
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,3,3º LEV              ,3.0,8.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,4,4º LEV              ,3.0,8.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,5,5º LEV              ,3.0,8.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,6,6º LEV              ,3.0,8.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,7,7º LEV              ,6.0,16.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,8,8º LEV              ,6.0,16.0,2.7
2020/21             ,UNICA          ,AM,ARROZ                                   ,4684,9,9º LEV              ,6.0,19.0,3.2
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,10,10º LEV             ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,11,11º LEV             ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,12,12º LEV             ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,1,1º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,2,2º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,3,3º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,4,4º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,5,5º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,6,6º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,7,7º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,8,8º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,AP,ARROZ                                   ,4684,9,9º LEV              ,1.0,1.0,1.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,10,10º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,11,11º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,12,12º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,1,1º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,2,2º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,3,3º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,4,4º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,5,5º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,6,6º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,7,7º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,8,8º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,BA,ARROZ                                   ,4684,9,9º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,10,10º LEV             ,5.0,16.0,3.2
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,11,11º LEV             ,5.0,17.0,3.4
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,12,12º LEV             ,5.0,17.0,3.4
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,1,1º LEV              ,4.0,8.0,2.0
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,2,2º LEV              ,4.0,8.0,2.0
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,3,3º LEV              ,4.0,8.0,2.0
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,4,4º LEV              ,4.0,8.0,2.0
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,5,5º LEV              ,6.0,16.0,2.7
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,6,6º LEV              ,6.0,17.0,2.8
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,7,7º LEV              ,6.0,16.0,2.7
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,8,8º LEV              ,5.0,16.0,3.2
2020/21             ,UNICA          ,CE,ARROZ                                   ,4684,9,9º LEV              ,5.0,16.0,3.2
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,10,10º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,11,11º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,12,12º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,1,1º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,2,2º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,3,3º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,4,4º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,5,5º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,6,6º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,7,7º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,8,8º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,DF,ARROZ                                   ,4684,9,9º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,10,10º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,11,11º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,12,12º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,1,1º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,2,2º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,3,3º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,4,4º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,5,5º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,6,6º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,7,7º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,8,8º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,ES,ARROZ                                   ,4684,9,9º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,10,10º LEV             ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,11,11º LEV             ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,12,12º LEV             ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,1,1º LEV              ,23.0,117.0,5.1
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,2,2º LEV              ,23.0,117.0,5.1
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,3,3º LEV              ,24.0,127.0,5.3
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,4,4º LEV              ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,5,5º LEV              ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,6,6º LEV              ,24.0,131.0,5.5
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,7,7º LEV              ,24.0,129.0,5.4
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,8,8º LEV              ,24.0,129.0,5.4
2020/21             ,UNICA          ,GO,ARROZ                                   ,4684,9,9º LEV              ,24.0,131.0,5.5
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,10,10º LEV             ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,11,11º LEV             ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,12,12º LEV             ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,1,1º LEV              ,90.0,151.0,1.7
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,2,2º LEV              ,96.0,165.0,1.7
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,3,3º LEV              ,96.0,165.0,1.7
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,4,4º LEV              ,96.0,166.0,1.7
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,5,5º LEV              ,95.0,164.0,1.7
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,6,6º LEV              ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,7,7º LEV              ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,8,8º LEV              ,95.0,172.0,1.8
2020/21             ,UNICA          ,MA,ARROZ                                   ,4684,9,9º LEV              ,95.0,172.0,1.8
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,10,10º LEV             ,2.0,7.0,3.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,11,11º LEV             ,2.0,7.0,3.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,12,12º LEV             ,2.0,7.0,3.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,1,1º LEV              ,2.0,9.0,4.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,2,2º LEV              ,2.0,9.0,4.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,3,3º LEV              ,2.0,9.0,4.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,4,4º LEV              ,2.0,9.0,4.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,5,5º LEV              ,2.0,9.0,4.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,6,6º LEV              ,2.0,7.0,3.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,7,7º LEV              ,2.0,7.0,3.5
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,8,8º LEV              ,2.0,6.0,3.0
2020/21             ,UNICA          ,MG,ARROZ                                   ,4684,9,9º LEV              ,2.0,7.0,3.5
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,10,10º LEV             ,11.0,70.0,6.4
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,11,11º LEV             ,11.0,70.0,6.4
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,12,12º LEV             ,11.0,70.0,6.4
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,1,1º LEV              ,11.0,67.0,6.1
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,2,2º LEV              ,11.0,67.0,6.1
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,3,3º LEV              ,11.0,67.0,6.1
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,4,4º LEV              ,11.0,64.0,5.8
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,5,5º LEV              ,11.0,64.0,5.8
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,6,6º LEV              ,11.0,67.0,6.1
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,7,7º LEV              ,11.0,70.0,6.4
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,8,8º LEV              ,11.0,70.0,6.4
2020/21             ,UNICA          ,MS,ARROZ                                   ,4684,9,9º LEV              ,11.0,70.0,6.4
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,10,10º LEV             ,122.0,422.0,3.5
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,11,11º LEV             ,122.0,422.0,3.5
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,12,12º LEV             ,122.0,422.0,3.5
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,1,1º LEV              ,123.0,408.0,3.3
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,2,2º LEV              ,138.0,458.0,3.3
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,3,3º LEV              ,135.0,449.0,3.3
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,4,4º LEV              ,124.0,408.0,3.3
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,5,5º LEV              ,121.0,418.0,3.5
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,6,6º LEV              ,121.0,416.0,3.4
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,7,7º LEV              ,122.0,420.0,3.4
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,8,8º LEV              ,122.0,420.0,3.4
2020/21             ,UNICA          ,MT,ARROZ                                   ,4684,9,9º LEV              ,122.0,422.0,3.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,10,10º LEV             ,43.0,114.0,2.7
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,11,11º LEV             ,43.0,114.0,2.7
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,12,12º LEV             ,44.0,116.0,2.6
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,1,1º LEV              ,44.0,112.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,2,2º LEV              ,44.0,111.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,3,3º LEV              ,44.0,111.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,4,4º LEV              ,43.0,102.0,2.4
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,5,5º LEV              ,43.0,106.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,6,6º LEV              ,44.0,105.0,2.4
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,7,7º LEV              ,44.0,109.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,8,8º LEV              ,44.0,109.0,2.5
2020/21             ,UNICA          ,PA,ARROZ                                   ,4684,9,9º LEV              ,43.0,114.0,2.7
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,10,10º LEV             ,2.0,2.0,1.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,11,11º LEV             ,2.0,2.0,1.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,12,12º LEV             ,2.0,2.0,1.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,1,1º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,2,2º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,3,3º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,4,4º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,5,5º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,6,6º LEV              ,1.0,2.0,2.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,7,7º LEV              ,2.0,2.0,1.0
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,8,8º LEV              ,2.0,3.0,1.5
2020/21             ,UNICA          ,PB,ARROZ                                   ,4684,9,9º LEV              ,2.0,3.0,1.5
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,10,10º LEV             ,0.0,3.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,11,11º LEV             ,0.0,3.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,12,12º LEV             ,0.0,3.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,1,1º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,2,2º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,3,3º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,4,4º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,5,5º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,6,6º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,7,7º LEV              ,0.0,4.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,8,8º LEV              ,0.0,2.0,0.0
2020/21             ,UNICA          ,PE,ARROZ                                   ,4684,9,9º LEV              ,0.0,3.0,0.0
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,10,10º LEV             ,56.0,101.0,1.8
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,11,11º LEV             ,56.0,101.0,1.8
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,12,12º LEV             ,56.0,100.0,1.8
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,1,1º LEV              ,55.0,90.0,1.6
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,2,2º LEV              ,56.0,92.0,1.6
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,3,3º LEV              ,56.0,92.0,1.6
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,4,4º LEV              ,56.0,92.0,1.6
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,5,5º LEV              ,56.0,93.0,1.7
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,6,6º LEV              ,56.0,93.0,1.7
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,7,7º LEV              ,56.0,93.0,1.7
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,8,8º LEV              ,56.0,102.0,1.8
2020/21             ,UNICA          ,PI,ARROZ                                   ,4684,9,9º LEV              ,56.0,101.0,1.8
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,10,10º LEV             ,21.0,155.0,7.4
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,11,11º LEV             ,21.0,155.0,7.4
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,12,12º LEV             ,21.0,155.0,7.4
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,1,1º LEV              ,21.0,136.0,6.5
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,2,2º LEV              ,21.0,136.0,6.5
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,3,3º LEV              ,21.0,138.0,6.6
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,4,4º LEV              ,21.0,147.0,7.0
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,5,5º LEV              ,21.0,149.0,7.1
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,6,6º LEV              ,21.0,149.0,7.1
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,7,7º LEV              ,21.0,148.0,7.0
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,8,8º LEV              ,21.0,152.0,7.2
2020/21             ,UNICA          ,PR,ARROZ                                   ,4684,9,9º LEV              ,21.0,155.0,7.4
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,10,10º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,11,11º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,12,12º LEV             ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,1,1º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,2,2º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,3,3º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,4,4º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,5,5º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,6,6º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,7,7º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,8,8º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RJ,ARROZ                                   ,4684,9,9º LEV              ,0.0,0.0,0.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,10,10º LEV             ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,11,11º LEV             ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,12,12º LEV             ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,1,1º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,2,2º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,3,3º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,4,4º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,5,5º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,6,6º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,7,7º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,8,8º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RN,ARROZ                                   ,4684,9,9º LEV              ,1.0,3.0,3.0
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,10,10º LEV             ,42.0,140.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,11,11º LEV             ,37.0,121.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,12,12º LEV             ,37.0,121.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,1,1º LEV              ,42.0,138.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,2,2º LEV              ,42.0,138.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,3,3º LEV              ,42.0,138.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,4,4º LEV              ,42.0,138.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,5,5º LEV              ,42.0,139.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,6,6º LEV              ,42.0,140.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,7,7º LEV              ,42.0,140.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,8,8º LEV              ,42.0,140.0,3.3
2020/21             ,UNICA          ,RO,ARROZ                                   ,4684,9,9º LEV              ,42.0,140.0,3.3
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,10,10º LEV             ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,11,11º LEV             ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,12,12º LEV             ,12.0,86.0,7.2
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,1,1º LEV              ,11.0,78.0,7.1
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,2,2º LEV              ,11.0,78.0,7.1
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,3,3º LEV              ,11.0,78.0,7.1
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,4,4º LEV              ,11.0,78.0,7.1
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,5,5º LEV              ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,6,6º LEV              ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,7,7º LEV              ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,8,8º LEV              ,12.0,84.0,7.0
2020/21             ,UNICA          ,RR,ARROZ                                   ,4684,9,9º LEV              ,12.0,84.0,7.0
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,10,10º LEV             ,946.0,8278.0,8.8
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,11,11º LEV             ,946.0,8278.0,8.8
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,12,12º LEV             ,946.0,8278.0,8.8
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,1,1º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,2,2º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,3,3º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,4,4º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,5,5º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,6,6º LEV              ,969.0,7628.0,7.9
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,7,7º LEV              ,947.0,7731.0,8.2
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,8,8º LEV              ,946.0,8208.0,8.7
2020/21             ,UNICA          ,RS,ARROZ                                   ,4684,9,9º LEV              ,946.0,8208.0,8.7
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,10,10º LEV             ,149.0,1260.0,8.5
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,11,11º LEV             ,149.0,1255.0,8.4
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,12,12º LEV             ,149.0,1255.0,8.4
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,1,1º LEV              ,150.0,1187.0,7.9
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,2,2º LEV              ,150.0,1187.0,7.9
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,3,3º LEV              ,150.0,1163.0,7.8
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,4,4º LEV              ,150.0,1163.0,7.8
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,5,5º LEV              ,150.0,1162.0,7.7
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,6,6º LEV              ,150.0,1180.0,7.9
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,7,7º LEV              ,150.0,1180.0,7.9
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,8,8º LEV              ,150.0,1181.0,7.9
2020/21             ,UNICA          ,SC,ARROZ                                   ,4684,9,9º LEV              ,150.0,1189.0,7.9
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,10,10º LEV             ,4.0,30.0,7.5
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,11,11º LEV             ,4.0,30.0,7.5
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,12,12º LEV             ,4.0,30.0,7.5
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,1,1º LEV              ,4.0,28.0,7.0
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,2,2º LEV              ,4.0,28.0,7.0
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,3,3º LEV              ,4.0,28.0,7.0
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,4,4º LEV              ,4.0,28.0,7.0
2020/21             ,UNICA          ,SE,ARROZ                                   ,4684,5,5º LEV              ,4.0,28.0,7.0
