,produto,ano,sh_area_plantada_mil_ha_list,sh_producao_mil_t_list,sh_produtividade_mil_ha_mil_t_list,sh_rotulos_ano_agricola,lev_area_plantada_mil_ha_list,lev_producao_mil_t_list,lev_produtividade_mil_ha_mil_t_list,n_levantamentos,levantamentos_descricoes_lista,lev_rotulos_ano_agricola,od_estoque_inicial_1000t_list,od_producao_1000t_list,od_importacao_1000t_list,od_consumo_1000t_list,od_exportacao_1000t_list,od_estoque_final_1000t_list,od_rotulos_ano_agricola,vlr_custo_variavel_ha_mensal,vlr_custo_variavel_unidade_mensal,vlr_custo_fixo_ha_mensal,vlr_custo_fixo_unidade_mensal,vlr_renda_fator_ha_mensal,vlr_renda_fator_unidade_mensal,valor_produto_kg_mensal,ipca_indice_mensal,dolar_preco_mensal
1487,paneiro,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 175.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1488,paneiro de fibra,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 85.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1489,panero,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 200.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1490,pano,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 100.0, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1491,pano,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 100.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1492,pano/colheita,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 73.25, 120.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1493,pano/colheita,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 112.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1494,pao,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.3, 14.41, 14.870000000000001]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1495,pao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[15.085, 15.075, 15.100000000000001, 15.18, 14.855, 15.004999999999999, 14.92, 14.92, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1496,papel,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.25, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1497,papel,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 0.27, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1498,papel 1 kg,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 0.07, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1499,paquimetro,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 65.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1500,paraquat,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 45.0, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1501,paraquat,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 45.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1502,passagem de onibus para,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 7.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1503,patio de descontaminacao,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 222537.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1504,patio de descontaminacao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 225000.0, nan, nan, nan, 234250.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1505,peconheiro,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 55.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1506,pedra,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 13.315000000000001, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1507,pedra de amolar,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 35.0, nan, nan, nan, 39.46, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1508,peneiras,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 65.0, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1509,peneiras,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 65.0, nan, nan, nan, 38.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1510,pequi,2024,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 14413.41, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 1.03, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 16.09, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 217.95499999999998, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 0.01, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.09, 1.06]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1511,pequi,2025,,,,,,,,,,,,,,,,,,,,,,,,"[1.005, 0.79, 3.415, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1512,perfurador de solo,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 7250.0, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1513,perito,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 58.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1514,perito,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 60.0, nan, nan, nan, 58.4, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1515,perito 970 sg,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 50.57, 60.61, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1516,perito 970 sg,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 60.0, nan, nan, nan, 63.14, nan, 50.57, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1517,permit,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 24.96, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1518,permit,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 25.0, nan, nan, nan, 25.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1519,perneira,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1520,phostek®,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 175.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1521,piacava,2024,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 298932.175, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 3.375, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 79.25999999999999, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 0.005, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 21.005, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.4, 3.955, 3.8899999999999997]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1522,piacava,2025,,,,,,,,,,,,,,,,,,,,,,,,"[3.9400000000000004, 4.0, 4.015000000000001, 4.125, 4.17, 4.405, 4.6850000000000005, 4.555, 4.55, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1523,picape,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 91000.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1524,picus,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 204.97, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1525,picus,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 184.745, nan, nan, nan, 188.745, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1526,pilhas,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 17.25, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1527,pimenta do reino,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 30.195, 29.215, 30.38]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1528,pimenta do reino,2025,,,,,,,,,,,,,,,,,,,,,,,,"[31.74, 30.5, 31.75, 32.0, 32.32, 29.0, 27.115000000000002, 29.525, 29.125, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1529,pimentao,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.7, 4.06, 5.06]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1530,pimentao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[4.41, 3.53, 3.13, 3.22, 3.8, 4.33, 5.31, 5.34, 5.63, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1531,pinhao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, 7.25, 5.77, 6.09, 6.91, 7.87, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1532,pirarucu,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.5, 6.25, 6.25]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1533,pirarucu,2025,,,,,,,,,,,,,,,,,,,,,,,,"[6.5, 6.5, 6.5, 6.5, nan, nan, nan, 7.0, 7.0, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1534,pirate,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 90.17, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1535,pirate,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 94.0, nan, nan, nan, 88.315, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1536,pirephos,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 111.84, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1537,pirephos,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 107.39, nan, nan, nan, 109.84, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1538,piretroide,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 128.5, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1539,piretroide,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 94.03, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1540,pista de pouso,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1541,pista de pouso,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1542,pivot,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 85.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1543,pivot,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 80.0, nan, nan, nan, 65.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1544,pix hc,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 88.71000000000001, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1545,pix hc,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 85.44, nan, nan, nan, 87.76, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1546,plaina,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 79055.63, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1547,plaina,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 80075.8, nan, nan, nan, 86500.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
1548,plaina agricola dianteira,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 30437.5, 67000.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1549,plaina agricola dianteira,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 45000.0, nan, nan, nan, 53500.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
