,Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",latitude,longitude,estacao,geometry,estado
5213,2013-10-31,13.0,"66,4","926,2","24,1","8,8",1,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5214,2013-11-30,18.0,"306,4","924,4","23,5","7,6","2,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5215,2013-12-31,22.0,115,"923,4","23,7","9,9","2,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5216,2014-01-31,16.0,"84,2","926,7","23,4","7,5","2,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5217,2014-02-28,17.0,"160,4","925,5","23,8","8,1","2,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5218,2014-03-31,3.0,,,,9,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5219,2014-04-30,,,,,"6,2",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5220,2014-05-31,1.0,,928,"20,8","5,7","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5221,2014-06-30,2.0,"7,8","929,3","21,3","6,6","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5222,2014-07-31,4.0,"56,4","931,1","20,6","7,3","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5223,2014-08-31,0.0,0,"929,5","23,2","7,8","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5224,2014-09-30,9.0,"60,8","927,1",25,"7,6","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5225,2014-10-31,10.0,"65,8","926,4","25,5","8,2","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5226,2014-11-30,21.0,"383,2","924,9","23,3","6,5","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5227,2014-12-31,22.0,320,"925,4","23,1","7,7","2,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5228,2015-01-31,11.0,"115,6","926,8","24,9","7,9",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5229,2015-02-28,20.0,"235,6",926,"23,5","8,8","2,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5230,2015-03-31,27.0,"269,2","926,2","22,8","7,1","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5231,2015-04-30,15.0,"190,8","926,9","23,4","5,8","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5232,2015-05-31,12.0,"131,8","928,7","21,1","5,3","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5233,2015-06-30,5.0,"7,6","930,6","20,7","6,6","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5234,2015-07-31,3.0,"9,2","929,7","21,7","7,1","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5235,2015-08-31,0.0,0,929,"23,4","6,9","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5236,2015-09-30,7.0,"57,6","926,4","25,7","8,7","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5237,2015-10-31,10.0,"31,8",926,"26,7","9,1","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5238,2015-11-30,25.0,"234,6","924,8","24,2","10,5",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5239,2015-12-31,10.0,,,"23,9","6,8",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5240,2016-01-31,26.0,"314,2","924,3","23,5","7,2","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5241,2016-02-29,21.0,"189,6","926,7",24,"7,3","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5242,2016-03-31,21.0,292,"927,3","24,2","5,3","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5243,2016-04-30,1.0,"9,2","927,2","24,3","6,7","1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5244,2016-05-31,3.0,13,"929,4","21,9","5,8","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5245,2016-06-30,5.0,"25,4","930,7","20,2","7,9","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5246,2016-07-31,0.0,0,"929,9","21,9","7,1","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5247,2016-08-31,3.0,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5248,2016-09-30,,,,,"7,1",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5249,2016-10-31,8.0,,"925,7","24,4","11,4","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5250,2016-11-30,19.0,"167,4","924,9","23,4",7,2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5251,2016-12-31,19.0,"199,2","925,4","23,4","7,2",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5252,2017-01-31,20.0,"335,8",926,"22,9","7,5","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5253,2017-02-28,19.0,"240,2","925,6","23,5","8,3","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5254,2017-03-31,19.0,"300,4","926,1","23,7","6,1","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5255,2017-04-30,11.0,"128,2","927,1","22,9","6,5","1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5256,2017-05-31,7.0,"53,8",928,"22,5","5,7","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5257,2017-06-30,1.0,",2","929,9","20,5","7,4","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5258,2017-07-31,0.0,0,"932,6","18,9","8,1","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5259,2017-08-31,1.0,"1,2","928,3","23,5","8,7","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5260,2017-09-30,2.0,23,"928,5","25,2","7,8","2,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5261,2017-10-31,9.0,"79,8","925,3",26,"8,3","2,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5262,2017-11-30,18.0,"281,4","924,2","23,7","7,6",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5263,2017-12-31,21.0,"237,2","924,5","23,3","6,5",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5264,2018-01-31,21.0,"264,6","925,4","23,4","7,9","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5265,2018-02-28,16.0,"131,4","924,9","23,7","6,7","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5266,2018-03-31,15.0,"132,2","925,4","24,5","5,9",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5267,2018-04-30,12.0,"119,6",928,"22,5","6,6","1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5268,2018-05-31,3.0,"12,4","929,3","20,8","6,5","1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5269,2018-06-30,6.0,"1,4","930,2","21,1","6,3","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5270,2018-07-31,0.0,0,930,"21,4","6,5","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5271,2018-08-31,4.0,"5,6","929,4","22,5",8,"1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5272,2018-09-30,9.0,56,"926,3","23,9","7,3","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5273,2018-10-31,16.0,"189,6","925,5","24,1","7,3","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5274,2018-11-30,20.0,"224,4","924,6","23,4","6,5","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5275,2018-12-31,17.0,155,926,"24,1",7,"1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5276,2019-01-31,16.0,"164,8","927,4","24,2","7,8",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5277,2019-02-28,16.0,"235,6","925,7",24,8,"1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5278,2019-03-31,16.0,184,927,"23,5",7,"1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5279,2019-04-30,11.0,88,"926,9","23,4","6,2","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5280,2019-05-31,2.0,"15,8","927,9","22,5",7,"1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5281,2019-06-30,1.0,",2","930,6","21,1","7,1","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5282,2019-07-31,,0,930,"21,3","6,3","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5283,2019-08-31,0.0,0,"930,5","23,3","7,2","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5284,2019-09-30,5.0,29,927,"27,1","7,8","2,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5285,2019-10-31,17.0,124,"925,6",25,"10,5","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5286,2019-11-30,15.0,,"924,6","24,1","7,9","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5287,2019-12-31,,,,,"5,4",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5288,2020-01-31,,,,,"6,1",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5289,2020-02-29,,,,,"7,4",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5290,2020-03-31,,,,,"5,2",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5291,2020-04-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5292,2020-05-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5293,2020-06-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5294,2020-07-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5295,2020-08-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5296,2020-09-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5297,2020-10-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5298,2020-11-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5299,2020-12-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5300,2021-01-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5301,2021-02-28,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5302,2021-03-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5303,2021-04-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5304,2021-05-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5305,2021-06-30,2.0,,,20,"6,7",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5306,2021-07-31,,,,,"6,9",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5307,2021-08-31,1.0,,,,"6,9",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5308,2021-09-30,2.0,,,,"7,6",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5309,2021-10-31,7.0,,,,"7,6",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5310,2021-11-30,21.0,"259,2","924,2","23,7","5,6","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5311,2021-12-31,16.0,"203,2","923,2","23,6","6,3","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5312,2022-01-31,19.0,"253,8","924,7","23,2","6,8","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5313,2022-02-28,20.0,"246,8","925,2","23,5","6,6","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5314,2022-03-31,12.0,303,"925,8",24,"9,3","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5315,2022-04-30,5.0,"53,8","926,7","23,2","5,2","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5316,2022-05-31,3.0,1,"928,8","20,2","5,3","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5317,2022-06-30,7.0,"21,8","928,9","20,4","5,9","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5318,2022-07-31,0.0,0,"929,3",22,"6,1",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5319,2022-08-31,2.0,"4,4","928,8","22,4","7,8",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5320,2022-09-30,9.0,89,"926,9","24,2","7,6",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5321,2022-10-31,16.0,"112,6","925,9","23,9",7,"1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5322,2022-11-30,13.0,"58,6","924,9","22,8","6,1","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5323,2022-12-31,26.0,"181,6","923,9","23,1","6,7",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5324,2023-01-31,26.0,"246,4","925,4","22,7","6,9","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5325,2023-02-28,21.0,"431,6","926,4","22,9","6,5","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5326,2023-03-31,19.0,"215,8","926,8","23,1",9,"1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5327,2023-04-30,15.0,"147,8","926,5","22,6","6,4","1,5",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5328,2023-05-31,1.0,"10,2","928,8","20,9","5,8","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5329,2023-06-30,8.0,"14,2","930,5","19,7","5,7","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5330,2023-07-31,1.0,"1,2","930,2","21,7","6,5","1,9",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5331,2023-08-31,2.0,39,"928,2","23,7","6,4",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5332,2023-09-30,6.0,"59,6","926,7",26,"8,1","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5333,2023-10-31,16.0,"142,8",925,"26,1","7,4","2,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5334,2023-11-30,15.0,"183,2",925,"25,5","7,2","2,1",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5335,2023-12-31,13.0,170,"925,1","25,5",7,"1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5336,2024-01-31,18.0,"193,2","925,4","24,3","6,3","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5337,2024-02-29,22.0,"219,8","926,7","24,2","8,7",2,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5338,2024-03-31,20.0,"354,6","926,4","24,3","7,5","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5339,2024-04-30,11.0,"181,2","926,8","24,1",7,"1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5340,2024-05-31,4.0,"1,4","928,6","22,4",6,"1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5341,2024-06-30,,,,"21,8",7,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5342,2024-07-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5343,2024-08-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5344,2024-09-30,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5345,2024-10-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5346,2024-11-30,17.0,,"924,5","24,1","6,9",,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5347,2024-12-31,18.0,311,"924,8",24,"7,1","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5348,2025-01-31,24.0,"336,6","924,7","23,7","8,8","1,7",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5349,2025-02-28,18.0,221,"926,2","23,7","9,7","1,8",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5350,2025-03-31,9.0,"100,2","926,8","24,6","6,4","1,6",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5351,2025-04-30,18.0,240,"926,5","23,3","5,4","1,2",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5352,2025-05-31,5.0,44,"929,6","21,1","6,1","1,4",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5353,2025-06-30,3.0,"27,6","929,9","20,7","5,6","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5354,2025-07-31,3.0,"2,8","931,4","19,9","5,8","1,3",-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5355,2025-08-31,,,,,,,-17.78527777,-50.965,RIO VERDE,POINT (-50.965 -17.78527777),GO
5356,2010-08-31,2.0,,,,,,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5357,2010-09-30,11.0,"124,8",1001,"28,2","4,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5358,2010-10-31,7.0,"45,6","1000,4","28,7","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5359,2010-11-30,15.0,"154,4","999,4","27,4","4,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5360,2010-12-31,15.0,"99,6","999,2","27,2",5,,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5361,2011-01-31,8.0,"31,4",1000,"27,3","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5362,2011-02-28,8.0,"64,8","1000,7","28,1","4,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5363,2011-03-31,10.0,167,"1000,9",27,"5,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5364,2011-04-30,8.0,"22,6","1001,2","27,9","5,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5365,2011-05-31,28.0,"622,4","1001,6","25,9","6,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5366,2011-06-30,30.0,404,"1002,6",26,"4,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5367,2011-07-31,25.0,351,"1002,5","26,2","4,6",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5368,2011-08-31,23.0,"123,6","1002,5","26,9","7,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5369,2011-09-30,14.0,"73,4","1002,2","27,7","4,8",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5370,2011-10-31,14.0,"105,6","999,8","27,8",7,,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5371,2011-11-30,15.0,"109,6","999,7","27,7","4,5",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5372,2011-12-31,5.0,35,1000,28,"4,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5373,2012-01-31,8.0,17,"1001,1","27,9","5,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5374,2012-02-29,11.0,"16,2","1000,9","27,6","6,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5375,2012-03-31,9.0,57,"1001,6","27,8","5,5",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5376,2012-04-30,21.0,"216,8","1001,5","26,8","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5377,2012-05-31,31.0,"220,8","1002,2","26,4","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5378,2012-06-30,27.0,"35,8","1003,3","26,5","4,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5379,2012-07-31,15.0,"77,2","1003,3","25,7","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5380,2012-08-31,28.0,68,"1003,5","25,9","5,6",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5381,2012-09-30,10.0,31,"1002,7",28,"4,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5382,2012-10-31,9.0,"26,8",1000,"29,1","5,5",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5383,2012-11-30,8.0,"17,8","999,6","29,2","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5384,2012-12-31,12.0,"25,2",1000,"28,1","5,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5385,2013-01-31,2.0,",4","1001,7","28,8","5,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5386,2013-02-28,13.0,"81,6","1000,9","27,7","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5387,2013-03-31,10.0,"6,4","1001,4","28,6","5,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5388,2013-04-30,14.0,"86,8","1001,9",28,"5,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5389,2013-05-31,27.0,"342,6","1002,6","26,4","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5390,2013-06-30,19.0,"247,2","1002,8","26,8","4,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5391,2013-07-31,25.0,"290,4",1004,"26,1","4,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5392,2013-08-31,26.0,"323,6","1002,7","25,9","4,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5393,2013-09-30,16.0,"73,8","1001,8","27,4","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5394,2013-10-31,11.0,"51,2","1000,9",28,"4,6",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5395,2013-11-30,24.0,50,"999,5",28,"5,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5396,2013-12-31,,,"1000,8","27,7","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5397,2014-01-31,4.0,"3,6","1001,5",28,"5,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5398,2014-02-28,5.0,17,"1000,9","28,3","5,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5399,2014-03-31,4.0,,"1001,1","29,2","5,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5400,2014-04-30,,,,,"6,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5401,2014-05-31,10.0,59,"1001,9","28,4","4,8",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5402,2014-06-30,24.0,"305,8",1003,"26,1","5,2",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5403,2014-07-31,,,"1004,5","26,3","4,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5404,2014-08-31,17.0,149,"1003,3","26,5","3,9",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5405,2014-09-30,9.0,"29,4","1001,9","28,9",4,,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5406,2014-10-31,,,"1001,2","28,1","6,1",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5407,2014-11-30,,,"1000,2","28,2","4,4",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5408,2014-12-31,,,"1000,8","28,4","5,7",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
5409,2015-01-31,6.0,"10,6","1002,2","28,2","5,3",,2.81694443,-60.69083333,BOA VISTA,POINT (-60.69083333 2.81694443),RR
