,Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",latitude,longitude,estacao,geometry,estado
187,2025-08-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
188,2010-01-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
189,2010-02-28,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
190,2010-03-31,1.0,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
191,2010-04-30,,,,,"4,4",,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
192,2010-05-31,2.0,,"978,6",,"4,6","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
193,2010-06-30,,,"980,2",,"4,3","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
194,2010-07-31,,,,"23,2",6,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
195,2010-08-31,,,,,"4,8",,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
196,2010-09-30,,,,,0,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
197,2010-10-31,8.0,,,"25,2",7,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
198,2010-11-30,8.0,"48,6","972,7",26,"8,1","1,8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
199,2010-12-31,16.0,"141,2","971,1","26,9","7,3","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
200,2011-01-31,21.0,"328,6","972,2","26,5","6,1","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
201,2011-02-28,12.0,"81,4",974,"26,5","7,2","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
202,2011-03-31,21.0,"393,2","973,5","25,2","5,8","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
203,2011-04-30,6.0,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
204,2011-05-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
205,2011-06-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
206,2011-07-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
207,2011-08-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
208,2011-09-30,4.0,15,"977,9","25,7","6,8","1,9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
209,2011-10-31,13.0,"191,4","974,1","25,8","7,6","2,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
210,2011-11-30,8.0,"245,4","973,9","25,8","7,9","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
211,2011-12-31,11.0,148,"972,5","27,5","5,6","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
212,2012-01-31,18.0,"214,6","973,7","25,9","6,5","1,8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
213,2012-02-29,11.0,"115,6","974,4","27,9","5,6","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
214,2012-03-31,9.0,"41,2","975,6","26,9","6,3","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
215,2012-04-30,8.0,"47,8","975,8","25,5","6,7","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
216,2012-05-31,10.0,"81,2",979,"21,7","7,8","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
217,2012-06-30,14.0,"160,4","979,3",21,5,"1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
218,2012-07-31,2.0,"6,6","979,9","20,4","5,1","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
219,2012-08-31,,0,981,"24,1","6,1","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
220,2012-09-30,5.0,"102,4","977,7","25,9","7,9","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
221,2012-10-31,6.0,"28,2","974,1","28,1","7,7","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
222,2012-11-30,10.0,155,"972,5","27,7",6,"1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
223,2012-12-31,15.0,"219,4","973,1",28,"6,4","1,8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
224,2013-01-31,14.0,"164,8","973,8","26,9",5,"1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
225,2013-02-28,18.0,"241,2","974,7","26,3","7,7","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
226,2013-03-31,17.0,"165,4","975,1","26,6","5,2",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
227,2013-04-30,9.0,"94,4","977,3","24,1","3,8",",7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
228,2013-05-31,4.0,"16,4","977,9","23,3",4,",7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
229,2013-06-30,11.0,"86,8","978,9","22,4","4,5",",6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
230,2013-07-31,4.0,"12,2","981,1","20,2","5,2",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
231,2013-08-31,1.0,",6","979,5","21,5","5,8","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
232,2013-09-30,10.0,"37,8","977,4","24,7","7,5","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
233,2013-10-31,13.0,"94,8","975,8","25,8","6,3","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
234,2013-11-30,11.0,"107,6","973,5","27,1","6,3","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
235,2013-12-31,16.0,220,"971,9","27,7","6,1","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
236,2014-01-31,14.0,"97,8","975,7","27,5","7,2","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
237,2014-02-28,12.0,61,"974,5",28,6,"1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
238,2014-03-31,16.0,"263,6","975,4","26,2","6,4","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
239,2014-04-30,7.0,"20,8","976,8","25,6","6,5",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
240,2014-05-31,5.0,"46,6","978,3","22,2","4,8",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
241,2014-06-30,3.0,"3,6","979,3","22,1","5,1",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
242,2014-07-31,10.0,88,"981,8","20,6","7,2",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
243,2014-08-31,0.0,0,"979,5","23,9",6,1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
244,2014-09-30,8.0,"58,8","976,5","25,8","6,6","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
245,2014-10-31,6.0,"81,2","975,9","27,6","7,3","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
246,2014-11-30,14.0,"148,2",974,"26,2","6,9","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
247,2014-12-31,15.0,97,974,27,"5,5","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
248,2015-01-31,10.0,"134,4","975,7","28,9","5,4","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
249,2015-02-28,15.0,190,"974,7","26,8","6,4","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
250,2015-03-31,29.0,"130,4","975,3","25,7","5,5",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
251,2015-04-30,5.0,,"976,6","25,3",4,",7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
252,2015-05-31,6.0,"98,6","978,8","22,5","5,4",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
253,2015-06-30,6.0,"27,8",981,"21,7","4,6",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
254,2015-07-31,8.0,62,"979,8","21,5","4,2",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
255,2015-08-31,3.0,"13,6","978,8","23,9","4,6",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
256,2015-09-30,8.0,"105,8","975,6","25,8","8,1",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
257,2015-10-31,15.0,"153,8","975,4","26,9",6,",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
258,2015-11-30,20.0,"313,8","973,5","26,8","8,3",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
259,2015-12-31,18.0,"185,4","975,3","26,8","7,7",",4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
260,2016-01-31,19.0,"278,8","972,9","27,1","5,6",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
261,2016-02-29,16.0,"139,6","975,5","27,6","5,8",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
262,2016-03-31,9.0,"133,4","976,6","26,7","7,4",",7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
263,2016-04-30,4.0,"81,2","976,5","27,1","4,3",",2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
264,2016-05-31,17.0,"106,8",980,"21,3","4,7",",7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
265,2016-06-30,10.0,"101,4","981,7","19,4","3,5",",6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
266,2016-07-31,3.0,"4,8",,21,5,",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
267,2016-08-31,4.0,,,"22,7","4,5",,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
268,2016-09-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
269,2016-10-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
270,2016-11-30,11.0,88,"974,1","26,6","5,8","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
271,2016-12-31,14.0,"77,2","974,1","27,3","8,1","1,8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
272,2017-01-31,21.0,"288,6",975,"26,2","5,8","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
273,2017-02-28,14.0,"172,8","974,4",28,"6,9","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
274,2017-03-31,12.0,"131,2","975,4",27,"5,2","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
275,2017-04-30,10.0,"139,8",977,"24,7","8,3","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
276,2017-05-31,10.0,"96,8","977,6","23,9","4,7",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
277,2017-06-30,3.0,"14,2","980,5","20,9","5,3","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
278,2017-07-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
279,2017-08-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
280,2017-09-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
281,2017-10-31,12.0,"104,2",975,"26,4",7,"1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
282,2017-11-30,15.0,"241,8","973,2","25,8","7,2","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
283,2017-12-31,20.0,"184,8","973,1","26,8","5,1","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
284,2018-01-31,20.0,"326,8","974,3","26,4","6,1","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
285,2018-02-28,12.0,"72,6","974,2","26,2","4,6","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
286,2018-03-31,10.0,"49,2","974,1","28,3","5,7",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
287,2018-04-30,3.0,"4,2","977,8","26,1","4,6",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
288,2018-05-31,4.0,"3,8","979,4","23,4","6,3",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
289,2018-06-30,2.0,"2,4","980,4","22,5","4,5",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
290,2018-07-31,0.0,0,980,"22,6","4,6",",8",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
291,2018-08-31,9.0,30,"980,3","21,3","4,2","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
292,2018-09-30,12.0,"99,8",976,"24,4","6,1","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
293,2018-10-31,10.0,"129,6","974,6","26,8","8,7","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
294,2018-11-30,15.0,206,"973,9","26,2","7,8","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
295,2018-12-31,14.0,85,"974,6","28,1","5,6","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
296,2019-01-31,11.0,"151,6","976,1","28,8","6,6","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
297,2019-02-28,13.0,"203,4","974,3","27,6","6,3","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
298,2019-03-31,14.0,"110,8","976,2","26,8",5,"1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
299,2019-04-30,7.0,"91,6","976,1","26,3",6,",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
300,2019-05-31,6.0,26,"977,6","23,9","4,8",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
301,2019-06-30,3.0,31,"980,7","22,4","6,5",",9",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
302,2019-07-31,3.0,"39,6","980,5",,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
303,2019-08-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
304,2019-09-30,6.0,"33,2","976,4","27,3",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
305,2019-10-31,8.0,"51,6","974,7","28,6",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
306,2019-11-30,17.0,83,"973,1","28,4",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
307,2019-12-31,7.0,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
308,2020-01-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
309,2020-02-29,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
310,2020-03-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
311,2020-04-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
312,2020-05-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
313,2020-06-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
314,2020-07-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
315,2020-08-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
316,2020-09-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
317,2020-10-31,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
318,2020-11-30,,,,,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
319,2020-12-31,,,"973,7","27,3",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
320,2021-01-31,,,"974,3","26,5",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
321,2021-02-28,,,"973,5",27,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
322,2021-03-31,,,"974,9","27,6",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
323,2021-04-30,,,977,"25,2",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
324,2021-05-31,,,"978,7","23,7",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
325,2021-06-30,,,"980,1","21,5",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
326,2021-07-31,,,982,"19,2",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
327,2021-08-31,,,"979,3","24,1",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
328,2021-09-30,,,"975,7",28,,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
329,2021-10-31,,,975,"25,7",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
330,2021-11-30,,,"972,9","27,9",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
331,2021-12-31,,,"972,1","27,5",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
332,2022-01-31,,,"973,3","27,2",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
333,2022-02-28,,,974,"27,7",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
334,2022-03-31,,,"974,9","27,4",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
335,2022-04-30,,,"976,3","25,6",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
336,2022-05-31,,,"979,2","21,1",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
337,2022-06-30,,,"979,2","21,1",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
338,2022-07-31,,,"978,9","23,3",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
339,2022-08-31,10.0,"76,2","979,3","22,2",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
340,2022-09-30,9.0,"153,6","977,2","23,4",,,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
341,2022-10-31,15.0,"195,8","975,3","25,6","6,6",,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
342,2022-11-30,10.0,"70,2","974,9","25,2","5,1","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
343,2022-12-31,16.0,"203,8","972,6","26,6",5,"1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
344,2023-01-31,23.0,"187,4","974,1",26,"5,9","1,5",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
345,2023-02-28,23.0,426,"975,4","25,7","4,8","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
346,2023-03-31,17.0,249,"975,9","26,6","7,6","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
347,2023-04-30,15.0,"86,8","976,1",25,"4,6","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
348,2023-05-31,4.0,"48,8",979,"22,7","3,4",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
349,2023-06-30,8.0,"125,2","981,2","19,7","3,4",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
350,2023-07-31,1.0,"3,4","980,5","22,3","4,7","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
351,2023-08-31,6.0,34,"977,6","24,5","5,4","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
352,2023-09-30,8.0,34,"975,6","28,1","6,6","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
353,2023-10-31,16.0,"144,8","973,5","28,3","7,8","1,6",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
354,2023-11-30,9.0,"101,8","973,3","28,7","7,1","1,7",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
355,2023-12-31,9.0,"125,6","973,6","29,4","5,5","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
356,2024-01-31,12.0,"165,6",974,"28,1","6,7","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
357,2024-02-29,11.0,"158,2","975,4","28,3","7,4","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
358,2024-03-31,18.0,"148,4","975,2","28,1","5,2","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
359,2024-04-30,6.0,"154,6","975,9",27,4,"1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
360,2024-05-31,,,"978,3","24,4","3,6","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
361,2024-06-30,1.0,",2",979,24,"5,5","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
362,2024-07-31,0.0,0,"981,5","21,7","4,4","1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
363,2024-08-31,5.0,33,"980,1","22,7","5,9","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
364,2024-09-30,3.0,"4,2","975,9","27,7","5,8","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
365,2024-10-31,11.0,"58,8","974,6","27,9","5,3","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
366,2024-11-30,,,"973,2","27,5","6,5","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
367,2024-12-31,20.0,"279,4","973,1","27,2","5,9","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
368,2025-01-31,6.0,"26,8",973,28,"5,9","1,4",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
369,2025-02-28,,,"975,2","27,4","4,8","1,3",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
370,2025-03-31,,,"976,1","28,4","4,4","1,2",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
371,2025-04-30,9.0,,"976,2","25,3","3,4",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
372,2025-05-31,3.0,"29,6","979,8","23,3",4,1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
373,2025-06-30,8.0,"87,4","980,1",21,4,"1,1",-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
374,2025-07-31,1.0,"15,4","982,6","20,1","3,2",1,-20.79499999,-51.71333333,TRES LAGOAS,POINT (-51.71333333 -20.79499999),MS
